"dataset","country_id","initial_observations","final_observations","orig_dat_vars","substantive_dat_vars","final_variables","dup_observations_at_85","dup_observations_at_90","dup_observations_at_95","dup_observations_at_100"
"Latinobarometro_2010","Argentina",1200,1200,394,272,269,10,4,2,0
"Latinobarometro_2009","Venezuela",1200,1200,368,252,243,19,6,2,0
"Latinobarometro_2009","Uruguay",1200,1200,368,252,242,2,0,0,0
"Latinobarometro_2009","Spain",2486,2486,368,252,116,0,0,0,0
"Latinobarometro_2009","Peru",1200,1200,368,252,244,0,0,0,0
"Latinobarometro_2009","Paraguay",1200,1200,368,252,244,7,4,2,0
"Latinobarometro_2009","Panama",1000,1000,368,252,242,2,2,0,0
"Latinobarometro_2009","Nicaragua",1000,1000,368,252,244,0,0,0,0
"Latinobarometro_2009","Mexico",1200,1200,368,252,242,6,4,4,2
"Latinobarometro_2009","Honduras",1000,1000,368,252,245,4,2,0,0
"Latinobarometro_2009","Guatemala",1000,1000,368,252,244,2,2,2,0
"Latinobarometro_2009","El Salvador",1000,1000,368,252,243,8,0,0,0
"Latinobarometro_2009","Ecuador",1200,1200,368,252,244,64,41,14,0
"Latinobarometro_2009","Dominican Rep",1000,1000,368,252,243,4,4,0,0
"Latinobarometro_2009","Costa Rica",1000,1000,368,252,241,8,4,4,0
"Latinobarometro_2009","Colombia",1200,1200,368,252,243,8,0,0,0
"Latinobarometro_2009","Chile",1200,1200,368,252,243,99,65,16,0
"Latinobarometro_2009","Brazil",1204,1204,368,252,243,2,0,0,0
"Latinobarometro_2009","Bolivia",1200,1200,368,252,244,6,6,4,0
"Latinobarometro_2009","Argentina",1200,1200,368,252,243,0,0,0,0
"Latinobarometro_2008","Venezuela",1200,1200,383,267,261,0,0,0,0
"Latinobarometro_2008","Uruguay",1200,1200,383,267,262,82,76,60,28
"Latinobarometro_2008","Spain",2471,2471,383,267,121,4,2,0,0
"Latinobarometro_2008","Peru",1200,1200,383,267,264,9,8,4,0
"Latinobarometro_2008","Paraguay",1200,1200,383,267,263,0,0,0,0
"Latinobarometro_2008","Panama",1000,1000,383,267,263,6,6,2,0
"Latinobarometro_2008","Nicaragua",1000,1000,383,267,264,62,62,60,50
"Latinobarometro_2008","Mexico",1200,1200,383,267,263,4,2,2,2
"Latinobarometro_2008","Honduras",1000,1000,383,267,263,27,10,0,0
"Latinobarometro_2008","Guatemala",1000,1000,383,267,265,0,0,0,0
"Latinobarometro_2008","El Salvador",1000,1000,383,267,264,18,8,4,0
"Latinobarometro_2008","Ecuador",1200,1200,383,267,264,2,0,0,0
"Latinobarometro_2008","Dominican Rep",1000,1000,383,267,264,4,0,0,0
"Latinobarometro_2008","Costa Rica",1000,1000,383,267,262,0,0,0,0
"Latinobarometro_2008","Colombia",1200,1200,383,267,263,0,0,0,0
"Latinobarometro_2008","Chile",1200,1200,383,267,265,36,26,16,0
"Latinobarometro_2008","Brazil",1204,1204,383,267,263,4,2,0,0
"Latinobarometro_2008","Bolivia",1200,1200,383,267,264,13,4,2,0
"Latinobarometro_2008","Argentina",1200,1200,383,267,264,20,18,8,2
