"dataset","country","initial_observations","final_observations","orig_dat_vars","substantive_dat_vars","final_variables","dup_observations_at_85","dup_observations_at_90","dup_observations_at_95","dup_observations_at_100"
"worldvaluessurvey_wave5","Russia",2033,2033,366,295,158,9,6,6,0
"worldvaluessurvey_wave5","Romania",1776,1776,366,295,223,37,31,24,0
"worldvaluessurvey_wave5","Poland",1000,1000,366,295,222,6,4,2,0
"worldvaluessurvey_wave5","Peru_ballot_b",726,726,366,295,195,0,0,0,0
"worldvaluessurvey_wave5","Peru_ballot_a",774,774,366,295,195,2,2,0,0
"worldvaluessurvey_wave5","Norway_ballot_b",500,500,366,295,229,0,0,0,0
"worldvaluessurvey_wave5","Norway_ballot_a",525,525,366,295,224,0,0,0,0
"worldvaluessurvey_wave5","New Zealand",954,954,366,295,139,0,0,0,0
"worldvaluessurvey_wave5","Netherlands_ballot_b",544,544,366,295,161,0,0,0,0
"worldvaluessurvey_wave5","Netherlands_ballot_a",506,506,366,295,161,0,0,0,0
"worldvaluessurvey_wave5","Morocco",1200,1200,366,295,220,0,0,0,0
"worldvaluessurvey_wave5","Moldova",1046,1046,366,295,223,177,149,78,0
"worldvaluessurvey_wave5","Mexico",1560,1560,366,295,225,0,0,0,0
"worldvaluessurvey_wave5","Mali",1534,1534,366,295,228,65,32,10,0
"worldvaluessurvey_wave5","Malaysia",1201,1201,366,295,219,74,32,10,0
"worldvaluessurvey_wave5","Jordan",1200,1200,366,295,218,12,4,4,0
"worldvaluessurvey_wave5","Japan_ballot_b",1096,1096,366,295,208,0,0,0,0
"worldvaluessurvey_wave5","Italy",1012,1012,366,295,197,0,0,0,0
"worldvaluessurvey_wave5","Iraq",2701,2701,366,295,100,236,137,83,2
"worldvaluessurvey_wave5","Iran",2667,2667,366,295,177,32,22,6,0
"worldvaluessurvey_wave5","Indonesia",2015,2015,366,295,224,211,138,86,22
"worldvaluessurvey_wave5","India",2001,2001,366,295,222,503,399,297,30
"worldvaluessurvey_wave5","Hungary_ballot_a",1007,1007,366,295,224,12,2,0,0
"worldvaluessurvey_wave5","Hong Kong",1252,1252,366,295,105,39,7,2,0
"worldvaluessurvey_wave5","Guatemala",1000,1000,366,295,133,2,2,2,0
"worldvaluessurvey_wave5","Great Britain_ballot_a",1041,1041,366,295,162,0,0,0,0
"worldvaluessurvey_wave5","Ghana",1534,1534,366,295,215,34,28,25,0
"worldvaluessurvey_wave5","Georgia",1500,1500,366,295,221,48,41,24,0
"worldvaluessurvey_wave5","France_ballot_b",499,499,366,295,162,0,0,0,0
"worldvaluessurvey_wave5","France_ballot_a",502,502,366,295,161,0,0,0,0
"worldvaluessurvey_wave5","Finland_ballot_b",500,500,366,295,231,0,0,0,0
"worldvaluessurvey_wave5","Finland_ballot_a",514,514,366,295,226,0,0,0,0
"worldvaluessurvey_wave5","Ethiopia",1500,1500,366,295,227,737,717,696,548
"worldvaluessurvey_wave5","Egypt",3051,3051,366,295,190,125,2,0,0
"worldvaluessurvey_wave5","East Germany_ballot_b",546,546,366,295,227,2,2,0,0
"worldvaluessurvey_wave5","East Germany_ballot_a",530,530,366,295,226,7,6,2,0
"worldvaluessurvey_wave5","Cyprus",1050,1050,366,295,223,44,38,38,36
"worldvaluessurvey_wave5","Colombia",3025,3025,366,295,132,11,10,2,0
"worldvaluessurvey_wave5","China",1991,1991,366,295,203,34,13,2,0
"worldvaluessurvey_wave5","Chile",1000,1000,366,295,223,38,22,6,0
"worldvaluessurvey_wave5","Canada",2164,2164,366,295,223,0,0,0,0
"worldvaluessurvey_wave5","Burkina Faso",1534,1534,366,295,228,45,33,14,0
"worldvaluessurvey_wave5","Bulgaria",1001,1001,366,295,223,2,2,2,0
"worldvaluessurvey_wave5","Brazil",1500,1500,366,295,227,0,0,0,0
"worldvaluessurvey_wave5","Australia_ballot_b",718,718,366,295,232,0,0,0,0
"worldvaluessurvey_wave5","Australia_ballot_a",703,703,366,295,227,0,0,0,0
"worldvaluessurvey_wave5","Argentina",1002,1002,366,295,222,0,0,0,0
"worldvaluessurvey_wave5","Andorra_ballot_b",711,711,366,295,230,5,4,2,0
"worldvaluessurvey_wave5","Andorra_ballot_a",292,292,366,295,225,0,0,0,0
"worldvaluessurvey_wave4","Zimbabwe",1002,1002,373,276,223,2,0,0,0
"worldvaluessurvey_wave4","Viet Nam",1000,1000,373,276,225,84,13,0,0
"worldvaluessurvey_wave4","Venezuela",1200,1200,373,276,167,42,25,5,0
"worldvaluessurvey_wave4","United States",1200,1200,373,276,220,2,2,0,0
"worldvaluessurvey_wave4","Uganda",1002,1002,373,276,224,18,10,2,0
"worldvaluessurvey_wave4","Turkey",3401,3401,373,276,142,6,2,0,0
"worldvaluessurvey_wave4","Tanzania",1171,1171,373,276,227,111,35,15,2
"worldvaluessurvey_wave4","Sweden",1015,1015,373,276,194,0,0,0,0
"worldvaluessurvey_wave4","Spain",1209,1209,373,276,224,20,16,6,0
"worldvaluessurvey_wave4","South Korea",1200,1200,373,276,202,23,18,8,2
"worldvaluessurvey_wave4","South Africa",3000,3000,373,276,220,22,12,2,0
"worldvaluessurvey_wave4","Singapore",1512,1512,373,276,173,12,2,2,2
"worldvaluessurvey_wave4","Serbia",1200,1200,373,276,222,4,4,2,0
"worldvaluessurvey_wave4","Saudi Arabia",1502,1502,373,276,139,89,69,34,4
"worldvaluessurvey_wave4","Puerto Rico",720,720,373,276,211,2,2,0,0
"worldvaluessurvey_wave4","Philippines",1200,1200,373,276,227,6,4,2,2
"worldvaluessurvey_wave4","Peru",1501,1501,373,276,211,19,6,0,0
"worldvaluessurvey_wave4","Pakistan",2000,2000,373,276,139,77,2,0,0
"worldvaluessurvey_wave4","Nigeria",2022,2022,373,276,165,107,73,49,10
"worldvaluessurvey_wave4","Morocco",1251,1251,373,276,189,10,4,0,0
"worldvaluessurvey_wave4","Montenegro",1060,1060,373,276,224,14,6,6,2
"worldvaluessurvey_wave4","Moldova",1008,1008,373,276,223,49,30,23,4
"worldvaluessurvey_wave4","Mexico",1535,1535,373,276,228,12,8,4,0
"worldvaluessurvey_wave4","Macedonia",1055,1055,373,276,223,27,14,4,0
"worldvaluessurvey_wave4","Kyrgyzstan",1043,1043,373,276,224,60,34,2,0
"worldvaluessurvey_wave4","Jordan",1223,1223,373,276,168,2,0,0,0
"worldvaluessurvey_wave4","Japan",1362,1362,373,276,214,0,0,0,0
"worldvaluessurvey_wave4","Israel",1199,1199,373,276,57,4,0,0,0
"worldvaluessurvey_wave4","Iraq",2325,2325,373,276,99,87,55,31,20
"worldvaluessurvey_wave4","Iran",2532,2532,373,276,159,301,227,30,0
"worldvaluessurvey_wave4","Indonesia",1000,1000,373,276,168,61,20,10,0
"worldvaluessurvey_wave4","India",2002,2002,373,276,222,395,290,221,26
"worldvaluessurvey_wave4","Egypt",3000,3000,373,276,159,18,18,2,0
"worldvaluessurvey_wave4","China",1000,1000,373,276,190,21,4,0,0
"worldvaluessurvey_wave4","Chile",1200,1200,373,276,222,290,266,220,27
"worldvaluessurvey_wave4","Canada",1931,1931,373,276,220,0,0,0,0
"worldvaluessurvey_wave4","Bosnia",1200,1200,373,276,223,17,2,0,0
"worldvaluessurvey_wave4","Bangladesh",1500,1500,373,276,218,298,164,89,6
"worldvaluessurvey_wave4","Argentina",1280,1280,373,276,219,2,0,0,0
"worldvaluessurvey_wave4","Algeria",1282,1282,373,276,193,108,89,76,34
"worldvaluessurvey_wave4","Albania",1000,1000,373,276,223,8,2,2,2
"worldvaluessurvey_wave3","Venezuela",1200,1200,281,233,209,27,15,4,0
"worldvaluessurvey_wave3","Uruguay",1000,1000,281,233,210,18,10,0,0
"worldvaluessurvey_wave3","United States",1542,1542,281,233,210,10,4,0,0
"worldvaluessurvey_wave3","Ukraine",2811,2811,281,233,208,75,48,22,2
"worldvaluessurvey_wave3","Turkey",1907,1907,281,233,189,12,5,2,0
"worldvaluessurvey_wave3","Taiwan",780,780,281,233,207,0,0,0,0
"worldvaluessurvey_wave3","Switzerland",1212,1212,281,233,189,4,2,0,0
"worldvaluessurvey_wave3","Sweden",1009,1009,281,233,210,0,0,0,0
"worldvaluessurvey_wave3","Spain",1211,1211,281,233,210,4,2,0,0
"worldvaluessurvey_wave3","South Korea",1249,1249,281,233,157,2,2,0,0
"worldvaluessurvey_wave3","South Africa",2935,2935,281,233,201,34,12,4,0
"worldvaluessurvey_wave3","Slovenia",1007,1007,281,233,210,6,6,6,6
"worldvaluessurvey_wave3","Slovakia",1095,1095,281,233,209,2,0,0,0
"worldvaluessurvey_wave3","Serbia",1280,1280,281,233,210,4,2,0,0
"worldvaluessurvey_wave3","Russia",2040,2040,281,233,210,17,7,2,0
"worldvaluessurvey_wave3","Romania",1239,1239,281,233,210,163,138,101,14
"worldvaluessurvey_wave3","Puerto Rico",1164,1164,281,233,210,0,0,0,0
"worldvaluessurvey_wave3","Poland",1153,1153,281,233,165,0,0,0,0
"worldvaluessurvey_wave3","Philippines",1200,1200,281,233,208,0,0,0,0
"worldvaluessurvey_wave3","Peru",1211,1211,281,233,210,17,6,0,0
"worldvaluessurvey_wave3","Pakistan",733,733,281,233,70,49,22,4,0
"worldvaluessurvey_wave3","Norway",1127,1127,281,233,204,2,0,0,0
"worldvaluessurvey_wave3","Nigeria",1996,1996,281,233,207,77,35,10,0
"worldvaluessurvey_wave3","New Zealand",1201,1201,281,233,207,4,4,4,2
"worldvaluessurvey_wave3","Montenegro",240,240,281,233,210,0,0,0,0
"worldvaluessurvey_wave3","Moldova",984,984,281,233,207,72,42,4,0
"worldvaluessurvey_wave3","Mexico_2",1510,1510,281,233,210,64,22,4,0
"worldvaluessurvey_wave3","Mexico",854,854,281,233,210,68,32,14,10
"worldvaluessurvey_wave3","Macedonia",995,995,281,233,209,24,10,2,0
"worldvaluessurvey_wave3","Lithuania",1009,1009,281,233,209,2,0,0,0
"worldvaluessurvey_wave3","Latvia",1200,1200,281,233,209,18,4,0,0
"worldvaluessurvey_wave3","India",2040,2040,281,233,210,253,89,38,0
"worldvaluessurvey_wave3","Hungary",650,650,281,233,209,0,0,0,0
"worldvaluessurvey_wave3","Great Britain",1093,1093,281,233,40,0,0,0,0
"worldvaluessurvey_wave3","Germany_2",1017,1017,281,233,207,4,2,2,2
"worldvaluessurvey_wave3","Germany",1009,1009,281,233,207,6,2,0,0
"worldvaluessurvey_wave3","Georgia",2008,2008,281,233,210,14,0,0,0
"worldvaluessurvey_wave3","Finland",987,987,281,233,209,0,0,0,0
"worldvaluessurvey_wave3","Estonia",1021,1021,281,233,210,2,0,0,0
"worldvaluessurvey_wave3","El Salvador",1254,1254,281,233,152,0,0,0,0
"worldvaluessurvey_wave3","Dominican Rep",417,417,281,233,208,9,8,6,0
"worldvaluessurvey_wave3","Czech Rep",1147,1147,281,233,208,8,2,0,0
"worldvaluessurvey_wave3","Croatia",1196,1196,281,233,208,23,10,4,0
"worldvaluessurvey_wave3","Colombia_2",2996,2996,281,233,171,4,4,2,0
"worldvaluessurvey_wave3","Colombia",3029,3029,281,233,68,49,19,12,0
"worldvaluessurvey_wave3","China",1500,1500,281,233,153,52,18,2,2
"worldvaluessurvey_wave3","Chile",1000,1000,281,233,210,16,6,6,0
"worldvaluessurvey_wave3","Bulgaria",1072,1072,281,233,210,21,13,7,5
"worldvaluessurvey_wave3","Bosnia",800,800,281,233,209,64,50,24,0
"worldvaluessurvey_wave3","Belarus",2092,2092,281,233,210,152,95,30,14
"worldvaluessurvey_wave3","Bangladesh",1525,1525,281,233,199,139,85,44,2
"worldvaluessurvey_wave3","Azerbaijan",2002,2002,281,233,210,125,52,6,2
"worldvaluessurvey_wave3","Australia",2048,2048,281,233,209,0,0,0,0
"worldvaluessurvey_wave3","Armenia",2000,2000,281,233,210,465,412,232,12
"worldvaluessurvey_wave3","Argentina",1079,1079,281,233,208,0,0,0,0
"worldvaluessurvey_wave3","Albania",999,999,281,233,208,299,200,92,0
"worldvaluessurvey_wave2","Turkey",1030,1030,426,388,137,4,2,0,0
"worldvaluessurvey_wave2","Switzerland",1400,1400,426,388,169,4,2,0,0
"worldvaluessurvey_wave2","Spain",1510,1510,426,388,314,6,2,2,0
"worldvaluessurvey_wave2","South Korea",1251,1251,426,388,216,19,10,4,0
"worldvaluessurvey_wave2","South Africa",2736,2736,426,388,186,4,2,2,0
"worldvaluessurvey_wave2","Slovakia",466,466,426,388,209,0,0,0,0
"worldvaluessurvey_wave2","Russia",1961,1961,426,388,334,27,10,4,0
"worldvaluessurvey_wave2","Poland",938,938,426,388,121,0,0,0,0
"worldvaluessurvey_wave2","Nigeria",1001,1001,426,388,309,6,4,4,2
"worldvaluessurvey_wave2","Mexico",1531,1531,426,388,329,58,28,10,0
"worldvaluessurvey_wave2","Japan",1011,1011,426,388,337,2,0,0,0
"worldvaluessurvey_wave2","India",2500,2500,426,388,298,28,8,0,0
"worldvaluessurvey_wave2","Czech Rep",924,924,426,388,209,0,0,0,0
"worldvaluessurvey_wave2","China",1000,1000,426,388,304,14,4,0,0
"worldvaluessurvey_wave2","Chile",1500,1500,426,388,347,16,4,2,0
"worldvaluessurvey_wave2","Brazil",1782,1782,426,388,337,0,0,0,0
"worldvaluessurvey_wave2","Belarus",1015,1015,426,388,130,6,4,4,0
"worldvaluessurvey_wave2","Argentina",1002,1002,426,388,329,6,4,2,0
"worldvaluessurvey_wave1","United States",2325,2325,136,111,108,530,528,528,528
"worldvaluessurvey_wave1","Sweden",954,954,136,111,110,0,0,0,0
"worldvaluessurvey_wave1","South Korea",970,970,136,111,106,12,2,2,2
"worldvaluessurvey_wave1","South Africa",1596,1596,136,111,110,29,15,6,0
"worldvaluessurvey_wave1","Mexico",1837,1837,136,111,109,32,20,4,0
"worldvaluessurvey_wave1","Japan",1204,1204,136,111,110,195,195,195,195
"worldvaluessurvey_wave1","Hungary",1464,1464,136,111,85,4,4,4,0
"worldvaluessurvey_wave1","Finland",1003,1003,136,111,89,2,0,0,0
"worldvaluessurvey_wave1","Australia",1228,1228,136,111,97,0,0,0,0
"worldvaluessurvey_wave1","Argentina",1005,1005,136,111,110,48,19,14,0
"sadatchair_2008","UAE",500,500,168,141,49,0,0,0,0
"sadatchair_2008","Morocco",756,756,168,141,50,276,171,97,51
"sadatchair_2008","Lebanon",600,600,168,141,50,40,15,6,0
"sadatchair_2008","KSA",750,750,168,141,50,220,159,72,18
"sadatchair_2008","Jordan",600,600,168,141,48,181,11,2,0
"sadatchair_2008","Egypt",840,840,168,141,51,183,136,92,59
"sadatchair_2006","UAE",500,500,89,64,64,268,248,233,131
"sadatchair_2006","Morocco",750,750,89,64,62,49,6,0,0
"sadatchair_2006","Lebanon",600,600,89,64,63,28,8,0,0
"sadatchair_2006","KSA",750,750,89,64,63,83,29,6,0
"sadatchair_2006","Jordan",450,450,89,64,64,4,2,0,0
"sadatchair_2006","Egypt",800,800,89,64,63,113,57,27,4
"sadatchair_2005","United Arab Emirates",217,217,107,82,59,34,20,12,4
"sadatchair_2005","Saudi Arabia",800,800,107,82,58,99,32,8,0
"sadatchair_2005","Morocco",800,800,107,82,46,8,2,2,0
"sadatchair_2005","Lebanon",500,500,107,82,57,28,5,2,2
"sadatchair_2005","Jordan",500,500,107,82,57,27,24,11,2
"sadatchair_2005","Egypt",800,800,107,82,49,383,216,88,15
"sadatchair_2004","UAE",386,380,81,68,55,0,0,0,0
"sadatchair_2004","Saudi Arabia",700,700,81,68,68,83,17,6,4
"sadatchair_2004","Morocco",700,700,81,68,68,10,6,4,4
"sadatchair_2004","Lebanon",400,400,81,68,68,22,0,0,0
"sadatchair_2004","Jordan",400,400,81,68,68,12,4,0,0
"sadatchair_2004","Egypt",850,850,81,68,61,808,766,620,244
"sadatchair_2003","UAE",400,400,75,69,57,124,111,93,34
"sadatchair_2003","Morocco",700,700,75,69,62,35,12,2,0
"sadatchair_2003","Lebanon",400,400,75,69,59,42,24,6,4
"sadatchair_2003","KSA",700,700,75,69,67,212,59,2,0
"sadatchair_2003","Jordan",400,398,75,69,55,23,6,0,0
"sadatchair_2003","Egypt",700,684,75,69,53,145,97,57,19
"pewreligion_pentecostals","United States",1074,1074,200,139,86,4,4,2,0
"pewreligion_pentecostals","South Korea",1000,1000,200,139,84,38,10,4,4
"pewreligion_pentecostals","South Africa",1137,1137,200,139,93,2,2,0,0
"pewreligion_pentecostals","Regions of India Surveyed",1224,1224,200,139,93,88,27,8,2
"pewreligion_pentecostals","Philippines",1300,1300,200,139,102,44,24,14,2
"pewreligion_pentecostals","Nigeria",999,999,200,139,92,107,63,38,12
"pewreligion_pentecostals","Kenya",1001,1001,200,139,102,45,14,3,0
"pewreligion_pentecostals","Guatemala",1305,1305,200,139,88,12,0,0,0
"pewreligion_pentecostals","Chile",988,988,200,139,93,8,4,2,0
"pewreligion_pentecostals","Brazil",1000,1000,200,139,93,13,2,2,0
"pewreligion_muslims","Uzbekistan",965,965,250,171,79,8,0,0,0
"pewreligion_muslims","Turkey",1485,1485,250,171,103,204,104,67,12
"pewreligion_muslims","Tunisia",1450,1450,250,171,101,426,201,53,0
"pewreligion_muslims","Thailand",1010,1010,250,171,101,103,8,2,0
"pewreligion_muslims","Tajikistan",1453,1453,250,171,105,428,257,133,0
"pewreligion_muslims","Russia",1050,1050,250,171,104,56,19,15,2
"pewreligion_muslims","Palestinian Territories",994,994,250,171,103,143,69,35,2
"pewreligion_muslims","Pakistan",1450,1450,250,171,107,356,67,4,0
"pewreligion_muslims","Niger",946,946,250,171,103,405,184,49,2
"pewreligion_muslims","Morocco",1472,1472,250,171,79,656,309,112,2
"pewreligion_muslims","Malaysia",1244,1244,250,171,106,414,195,79,0
"pewreligion_muslims","Lebanon",551,551,250,171,103,190,132,81,8
"pewreligion_muslims","Kyrgyzstan",1292,1292,250,171,107,141,61,36,2
"pewreligion_muslims","Kosovo",1266,1266,250,171,104,181,85,33,4
"pewreligion_muslims","Kazakhstan",998,998,250,171,104,138,83,51,0
"pewreligion_muslims","Jordan",966,966,250,171,98,113,56,20,2
"pewreligion_muslims","Iraq",1416,1416,250,171,103,211,57,12,0
"pewreligion_muslims","Iran",1519,1519,250,171,74,2,0,0,0
"pewreligion_muslims","Indonesia",1880,1880,250,171,108,438,142,44,4
"pewreligion_muslims","Egypt",1798,1798,250,171,99,206,83,14,2
"pewreligion_muslims","Bosnia and Herzegovina",1007,1007,250,171,105,47,10,6,4
"pewreligion_muslims","Bangladesh",1918,1918,250,171,106,259,50,12,2
"pewreligion_muslims","Azerbaijan",996,996,250,171,105,272,67,12,4
"pewreligion_muslims","Algeria",1181,1181,250,171,100,322,153,52,4
"pewreligion_muslims","Albania",788,788,250,171,103,44,15,4,0
"pewreligion_muslims","Afghanistan",1509,1509,250,171,88,362,133,77,0
"pewreligion_africa","Zambia",1000,1000,204,176,143,105,64,46,30
"pewreligion_africa","Uganda",1040,1040,204,176,123,26,12,4,0
"pewreligion_africa","Tanzania",1504,1504,204,176,122,4,2,0,0
"pewreligion_africa","South Africa",1504,1504,204,176,124,65,38,4,2
"pewreligion_africa","Senegal",1000,1000,204,176,118,287,91,17,2
"pewreligion_africa","Rwanda",1000,1000,204,176,142,238,127,75,10
"pewreligion_africa","Nigeria",1516,1516,204,176,121,270,151,79,6
"pewreligion_africa","Mozambique",1500,1500,204,176,123,0,0,0,0
"pewreligion_africa","Mali",1000,1000,204,176,143,155,72,43,6
"pewreligion_africa","Liberia",1500,1500,204,176,117,320,131,26,0
"pewreligion_africa","Kenya",1500,1500,204,176,123,175,62,21,4
"pewreligion_africa","Guinea Bissau",1000,1000,204,176,126,168,79,21,0
"pewreligion_africa","Ghana",1500,1500,204,176,123,363,221,116,14
"pewreligion_africa","Ethiopia",1500,1500,204,176,123,182,87,30,0
"pewreligion_africa","Djibouti",1500,1500,204,176,144,410,236,93,18
"pewreligion_africa","Democratic Republic of the Congo",1519,1519,204,176,116,140,59,16,4
"pewreligion_africa","Chad",1503,1503,204,176,126,328,101,21,0
"pewreligion_africa","Cameroon",1503,1503,204,176,123,25,16,12,2
"pewreligion_africa","Botswana",1002,1002,204,176,121,251,189,115,21
"pewglobalattitudes_2013","Venezuela",1000,1000,761,402,94,32,10,2,2
"pewglobalattitudes_2013","United States",1002,1002,761,402,63,0,0,0,0
"pewglobalattitudes_2013","Uganda",800,800,761,402,105,44,11,4,0
"pewglobalattitudes_2013","Turkey",1000,1000,761,402,99,17,6,0,0
"pewglobalattitudes_2013","Tunisia",1000,1000,761,402,124,8,2,2,0
"pewglobalattitudes_2013","Spain",1000,1000,761,402,75,0,0,0,0
"pewglobalattitudes_2013","South Korea",809,809,761,402,66,0,0,0,0
"pewglobalattitudes_2013","South Africa",815,815,761,402,116,24,7,0,0
"pewglobalattitudes_2013","Senegal",800,800,761,402,115,133,28,0,0
"pewglobalattitudes_2013","Russia",996,996,761,402,76,76,37,14,0
"pewglobalattitudes_2013","Poland",800,800,761,402,75,2,0,0,0
