dataset,country,initial_observations,final_observations,orig_dat_vars,substantive_dat_vars,final_variables,dup_observations_at_0,dup_observations_at_05,dup_observations_at_10,dup_observations_at_15,dup_observations_at_20,dup_observations_at_25,dup_observations_at_30,dup_observations_at_35,dup_observations_at_40,dup_observations_at_45,dup_observations_at_50,dup_observations_at_55,dup_observations_at_60,dup_observations_at_65,dup_observations_at_70,dup_observations_at_75,dup_observations_at_80,dup_observations_at_85,dup_observations_at_90,dup_observations_at_95,dup_observations_at_100,var_list,median_num_resp
worldvaluessurvey_wave3,Romania,1239,1239,281,233,210,1239,1239,1239,1239,1239,1239,1239,1239,1239,1235,1226,1149,889,532,335,237,185,163,138,101,14,V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56_03 V57 V58 V59 V60 V61 V62 V63 V64 V65 v66 V67 V68 V69 V70 V71 V72 v73 V74 V75 V76 V77 V78 V79 V80 V81 V82 V83 V84 V85 V86 V87 v88 V89 V90 V91 V92 V93 V94 V95 V96 v97 V98 V99 V100 V101 V102 V103 V104 v105 v106 v107 v108 v109 v110 V111 V112 V113 V114 V115 V116 V117 V118 V119 V120 V121 V122 V123 V124 v125 v126 V127 V128 V129 V130 V131 V132 V133 V134 V135 V136 V137 V138 V139 V140 V141 V142 V143 V144 V145 V146 V147 V148 V149_00 V150 V151 V152 V153 V154 V155 V156 V157 V158 V159 V160 V161 V162 V163 V164 V165 V166 V167 V168 V169 V170 V171 V172 V173 V174 V175 V176 V177 V178 V179 V180 v181 V182 V183 V184 V185 V186 V187 V188 V189 V190 V191 V192 V193 V194 V195 V196 V197 V198 V199 V200 V201 V202 V203 V204 V205 V206 V207 v208 V209 V210 V211 V212 V213,7
worldvaluessurvey_wave3,Puerto Rico,1164,1164,281,233,210,1164,1164,1164,1164,1164,1164,1164,1164,1164,1164,1156,1085,743,168,30,9,0,0,0,0,0,V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56_05 V57 V58 V59 V60 V61 V62 V63 V64 V65 v66 V67 V68 V69 V70 V71 V72 v73 V74 V75 V76 V77 V78 V79 V80 V81 V82 V83 V84 V85 V86 V87 v88 V89 V90 V91 V92 V93 V94 V95 V96 v97 V98 V99 V100 V101 V102 V103 V104 v105 v106 v107 v108 v109 v110 V111 V112 V113 V114 V115 V116 V117 V118 V119 V120 V121 V122 V123 V124 v125 v126 V127 V128 V129 V130 V131 V132 V133 V134 V135 V136 V137 V138 V139 V140 V141 V142 V143 V144 V145 V146 V147 V148 V149_07 V150 V151 V152 V153 V154 V155 V156 V157 V158 V159 V160 V161 V162 V163 V164 V165 V166 V167 V168 V169 V170 V171 V172 V173 V174 V175 V176 V177 V178 V179 V180 v181 V182 V183 V184 V185 V186 V187 V188 V189 V190 V191 V192 V193 V194 V195 V196 V197 V198 V199 V200 V201 V202 V203 V204 V205 V206 V207 v208 V209 V210 V211 V212 V213,7
worldvaluessurvey_wave3,Poland,1153,1153,281,233,165,1153,1153,1153,1153,1153,1153,1153,1153,1153,1153,1137,982,515,102,15,8,4,0,0,0,0,V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V23 V24 V27 V31 V32 V37 V38 V39 V41 V42 V43 V44 V45 V46 V51 V52 V53 V54 V55 V57 V58 V59 V60 V61 V62 V63 V64 V65 V67 V68 V69 V70 V71 V75 V76 V77 V78 V79 V80 V81 V82 V83 V84 V87 V89 V90 V91 V92 V93 V94 V95 V96 v97 V98 V99 V100 V101 V102 V103 V104 v105 v106 v107 v108 v109 v110 V111 V112 V113 V114 V115 V116 V117 V118 V119 V120 V121 V122 V123 V124 v125 v126 V127 V128 V129 V130 V131 V132 V133 V134 V135 V136 V137 V138 V139 V140 V141 V142 V143 V144 V145 V146 V147 V148 V149_00 V150 V151 V152 V153 V158 V159 V160 V161 V162 V163 V165 V166 V167 V168 V169 V170 V171 V172 V173 V178 V179 V180 v181 V182 V191 V192 V193 V194 V195 V196 V197 V198 V199 V200 V201 V202 V203 V204 V205 V210 V211 V212 V213,7
worldvaluessurvey_wave3,Philippines,1200,1200,281,233,208,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1196,1146,753,278,65,14,0,0,0,0,0,V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56_01 V57 V58 V59 V60 V61 V62 V63 V64 V65 v66 V67 V68 V69 V70 V71 V72 v73 V74 V75 V76 V77 V78 V79 V80 V81 V82 V83 V84 V85 V86 V87 v88 V89 V90 V91 V92 V93 V94 V95 V96 v97 V98 V99 V100 V101 V102 V103 V104 v105 v106 v107 v108 v109 v110 V111 V112 V113 V114 V115 V116 V117 V118 V119 V120 V121 V122 V123 V124 v125 v126 V127 V128 V129 V130 V131 V132 V133 V134 V135 V136 V137 V138 V139 V140 V141 V142 V143 V144 V145 V146 V147 V148 V149_06 V150 V151 V152 V153 V154 V155 V156 V157 V158 V159 V160 V161 V162 V163 V164 V165 V166 V167 V168 V169 V170 V171 V172 V173 V174 V175 V176 V177 V178 V179 V180 v181 V182 V183 V184 V185 V186 V187 V188 V189 V190 V191 V192 V193 V194 V195 V196 V197 V198 V199 V200 V201 V202 V203 V204 V205 v208 V209 V210 V211 V212 V213,7
worldvaluessurvey_wave3,Peru,1211,1211,281,233,210,1211,1211,1211,1211,1211,1211,1211,1211,1211,1208,1190,1079,688,238,84,39,26,17,6,0,0,V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56_09 V57 V58 V59 V60 V61 V62 V63 V64 V65 v66 V67 V68 V69 V70 V71 V72 v73 V74 V75 V76 V77 V78 V79 V80 V81 V82 V83 V84 V85 V86 V87 v88 V89 V90 V91 V92 V93 V94 V95 V96 v97 V98 V99 V100 V101 V102 V103 V104 v105 v106 v107 v108 v109 v110 V111 V112 V113 V114 V115 V116 V117 V118 V119 V120 V121 V122 V123 V124 v125 v126 V127 V128 V129 V130 V131 V132 V133 V134 V135 V136 V137 V138 V139 V140 V141 V142 V143 V144 V145 V146 V147 V148 V149_05 V150 V151 V152 V153 V154 V155 V156 V157 V158 V159 V160 V161 V162 V163 V164 V165 V166 V167 V168 V169 V170 V171 V172 V173 V174 V175 V176 V177 V178 V179 V180 v181 V182 V183 V184 V185 V186 V187 V188 V189 V190 V191 V192 V193 V194 V195 V196 V197 V198 V199 V200 V201 V202 V203 V204 V205 V206 V207 v208 V209 V210 V211 V212 V213,7
worldvaluessurvey_wave3,Pakistan,733,733,281,233,70,733,733,733,733,733,733,733,733,733,733,733,732,726,656,426,129,63,49,22,4,0,V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V27 V37 V41 V47 V49 V50 V61 V62 V64 V67 V68 V69 V89 V90 V91 V98 V99 V100 V101 V102 V103 V104 v105 v106 v107 v108 v109 V124 V133 V135 V136 V137 V138 V139 V141 V143 V145 V154 V156 V157 V171 V172 V173 V179 V190 V191 V205 v208 V209,7
worldvaluessurvey_wave3,Norway,1127,1127,281,233,204,1127,1127,1127,1127,1127,1127,1127,1127,1127,1126,1122,1057,596,66,5,4,2,2,0,0,0,V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56_01 V57 V58 V59 V60 V61 V62 V63 V64 V65 v66 V67 V68 V69 V70 V71 V72 v73 V74 V75 V76 V77 V78 V79 V80 V81 V82 V83 V84 V85 V86 V87 v88 V89 V90 V91 V92 V93 V94 V95 V96 v97 V98 V99 V100 V101 V102 V103 V104 v105 v106 v107 v108 v109 v110 V111 V112 V113 V114 V115 V116 V117 V118 V119 V120 V121 V122 V123 V124 v125 v126 V127 V128 V129 V130 V131 V132 V133 V134 V135 V136 V137 V138 V139 V140 V141 V142 V143 V144 V145 V146 V147 V148 V149_00 V150 V151 V152 V153 V154 V155 V156 V157 V158 V159 V160 V161 V162 V163 V164 V165 V166 V171 V172 V173 V174 V175 V176 V177 V178 V179 V180 v181 V182 V183 V184 V185 V186 V187 V188 V189 V190 V191 V192 V193 V194 V195 V196 V197 V198 V199 V200 V201 V202 V203 V204 V205 V206 V207 V210 V211 V212 V213,7
worldvaluessurvey_wave3,Nigeria,1996,1996,281,233,207,1996,1996,1996,1996,1996,1995,1995,1995,1995,1995,1992,1965,1806,1380,878,400,200,77,35,10,0,V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56_01 V56_07 V57 V58 V59 V60 V61 V62 V63 V64 V65 v66 V67 V68 V69 V70 V71 V72 v73 V74 V75 V76 V77 V78 V79 V80 V81 V82 V83 V84 V85 V86 V87 v88 V89 V90 V91 V92 V93 V94 V95 V96 v97 V98 V99 V100 V101 V102 V103 V104 v105 v106 v107 v108 v109 v110 V111 V112 V113 V114 V115 V116 V117 V118 V119 V120 V121 V122 V123 V124 v125 v126 V127 V128 V129 V130 V131 V132 V133 V134 V135 V136 V137 V138 V139 V140 V141 V142 V143 V144 V145 V146 V147 V148 V149_04 V150 V151 V152 V153 V154 V155 V156 V157 V158 V159 V160 V161 V162 V163 V164 V165 V166 V167 V168 V169 V170 V171 V172 V173 V174 V175 V176 V177 V178 V179 V180 v181 V182 V183 V184 V185 V186 V187 V188 V189 V190 V192 V193 V194 V195 V196 V197 V198 V199 V200 V201 V202 V203 V204 V205 V206 V207 v208 V209 V213,7
worldvaluessurvey_wave3,New Zealand,1201,1201,281,233,207,1201,1201,1201,1201,1201,1201,1201,1201,1199,1191,1102,765,198,12,6,6,4,4,4,4,2,V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V57 V58 V59 V60 V61 V62 V63 V64 V65 v66 V67 V68 V69 V70 V71 V72 v73 V74 V75 V76 V77 V78 V79 V80 V81 V82 V83 V84 V85 V86 V87 v88 V89 V90 V91 V92 V93 V94 V95 V96 v97 V98 V99 V100 V101 V102 V103 V104 v105 v106 v107 v108 v109 v110 V111 V112 V113 V114 V115 V116 V117 V118 V119 V120 V121 V122 V123 V124 v125 v126 V127 V128 V129 V130 V131 V132 V133 V134 V135 V136 V137 V138 V139 V140 V141 V142 V143 V144 V145 V146 V147 V148 V150 V151 V152 V153 V154 V155 V156 V157 V158 V159 V160 V161 V162 V163 V164 V165 V166 V167 V168 V169 V170 V171 V172 V173 V174 V175 V176 V177 V178 V179 V180 v181 V182 V183 V184 V185 V186 V187 V188 V189 V190 V191 V192 V193 V194 V195 V196 V197 V198 V199 V200 V201 V202 V203 V204 V205 V206 V207 v208 V209 V210 V211 V213,7
worldvaluessurvey_wave3,Montenegro,240,240,281,233,210,240,240,240,240,240,240,240,240,240,240,226,179,112,57,28,11,4,0,0,0,0,V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56_14 V57 V58 V59 V60 V61 V62 V63 V64 V65 v66 V67 V68 V69 V70 V71 V72 v73 V74 V75 V76 V77 V78 V79 V80 V81 V82 V83 V84 V85 V86 V87 v88 V89 V90 V91 V92 V93 V94 V95 V96 v97 V98 V99 V100 V101 V102 V103 V104 v105 v106 v107 v108 v109 v110 V111 V112 V113 V114 V115 V116 V117 V118 V119 V120 V121 V122 V123 V124 v125 v126 V127 V128 V129 V130 V131 V132 V133 V134 V135 V136 V137 V138 V139 V140 V141 V142 V143 V144 V145 V146 V147 V148 V149_00 V150 V151 V152 V153 V154 V155 V156 V157 V158 V159 V160 V161 V162 V163 V164 V165 V166 V167 V168 V169 V170 V171 V172 V173 V174 V175 V176 V177 V178 V179 V180 v181 V182 V183 V184 V185 V186 V187 V188 V189 V190 V191 V192 V193 V194 V195 V196 V197 V198 V199 V200 V201 V202 V203 V204 V205 V206 V207 v208 V209 V210 V211 V212 V213,7
worldvaluessurvey_wave3,Moldova,984,984,281,233,207,984,984,984,984,984,984,984,984,984,984,979,922,717,481,313,201,109,72,42,4,0,V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V37 V38 V39 V40 V41 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56_03 V57 V58 V59 V60 V61 V62 V63 V64 V65 v66 V67 V68 V69 V70 V71 V72 v73 V74 V75 V76 V77 V78 V79 V80 V81 V82 V83 V84 V85 V86 V87 v88 V89 V90 V91 V92 V93 V94 V95 V96 v97 V98 V99 V100 V101 V102 V103 V104 v105 v106 v107 v108 v109 v110 V111 V112 V113 V114 V115 V116 V117 V118 V119 V120 V121 V122 V123 V124 v125 v126 V127 V128 V129 V130 V131 V132 V133 V134 V135 V136 V137 V138 V139 V140 V141 V142 V143 V144 V145 V146 V147 V148 V149_00 V150 V151 V152 V153 V154 V155 V156 V157 V158 V159 V160 V161 V162 V163 V164 V165 V166 V167 V168 V169 V170 V171 V172 V173 V174 V175 V176 V177 V178 V179 V180 v181 V182 V183 V184 V185 V186 V187 V188 V189 V190 V191 V192 V193 V194 V195 V196 V197 V198 V199 V200 V201 V202 V203 V204 V205 V206 V207 v208 V209 V210 V211 V212 V213,7
worldvaluessurvey_wave3,Mexico_2,1510,1510,281,233,210,1510,1510,1510,1510,1510,1510,1510,1510,1510,1495,1361,1110,746,405,246,147,112,64,22,4,0,V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56_02 V57 V58 V59 V60 V61 V62 V63 V64 V65 v66 V67 V68 V69 V70 V71 V72 v73 V74 V75 V76 V77 V78 V79 V80 V81 V82 V83 V84 V85 V86 V87 v88 V89 V90 V91 V92 V93 V94 V95 V96 v97 V98 V99 V100 V101 V102 V103 V104 v105 v106 v107 v108 v109 v110 V111 V112 V113 V114 V115 V116 V117 V118 V119 V120 V121 V122 V123 V124 v125 v126 V127 V128 V129 V130 V131 V132 V133 V134 V135 V136 V137 V138 V139 V140 V141 V142 V143 V144 V145 V146 V147 V148 V149_08 V150 V151 V152 V153 V154 V155 V156 V157 V158 V159 V160 V161 V162 V163 V164 V165 V166 V167 V168 V169 V170 V171 V172 V173 V174 V175 V176 V177 V178 V179 V180 v181 V182 V183 V184 V185 V186 V187 V188 V189 V190 V191 V192 V193 V194 V195 V196 V197 V198 V199 V200 V201 V202 V203 V204 V205 V206 V207 v208 V209 V210 V211 V212 V213,7
worldvaluessurvey_wave3,Mexico,854,854,281,233,210,854,854,854,854,854,854,854,854,853,837,708,558,434,253,180,127,106,68,32,14,10,V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56_02 V57 V58 V59 V60 V61 V62 V63 V64 V65 v66 V67 V68 V69 V70 V71 V72 v73 V74 V75 V76 V77 V78 V79 V80 V81 V82 V83 V84 V85 V86 V87 v88 V89 V90 V91 V92 V93 V94 V95 V96 v97 V98 V99 V100 V101 V102 V103 V104 v105 v106 v107 v108 v109 v110 V111 V112 V113 V114 V115 V116 V117 V118 V119 V120 V121 V122 V123 V124 v125 v126 V127 V128 V129 V130 V131 V132 V133 V134 V135 V136 V137 V138 V139 V140 V141 V142 V143 V144 V145 V146 V147 V148 V149_08 V150 V151 V152 V153 V154 V155 V156 V157 V158 V159 V160 V161 V162 V163 V164 V165 V166 V167 V168 V169 V170 V171 V172 V173 V174 V175 V176 V177 V178 V179 V180 v181 V182 V183 V184 V185 V186 V187 V188 V189 V190 V191 V192 V193 V194 V195 V196 V197 V198 V199 V200 V201 V202 V203 V204 V205 V206 V207 v208 V209 V210 V211 V212 V213,7
worldvaluessurvey_wave3,Macedonia,995,995,281,233,209,995,995,995,995,995,995,995,995,994,994,987,946,778,530,306,151,57,24,10,2,0,V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V57 V58 V59 V60 V61 V62 V63 V64 V65 v66 V67 V68 V69 V70 V71 V72 v73 V74 V75 V76 V77 V78 V79 V80 V81 V82 V83 V84 V85 V86 V87 v88 V89 V90 V91 V92 V93 V94 V95 V96 v97 V98 V99 V100 V101 V102 V103 V104 v105 v106 v107 v108 v109 v110 V111 V112 V113 V114 V115 V116 V117 V118 V119 V120 V121 V122 V123 V124 v125 v126 V127 V128 V129 V130 V131 V132 V133 V134 V135 V136 V137 V138 V139 V140 V141 V142 V143 V144 V145 V146 V147 V148 V149_00 V150 V151 V152 V153 V154 V155 V156 V157 V158 V159 V160 V161 V162 V163 V164 V165 V166 V167 V168 V169 V170 V171 V172 V173 V174 V175 V176 V177 V178 V179 V180 v181 V182 V183 V184 V185 V186 V187 V188 V189 V190 V191 V192 V193 V194 V195 V196 V197 V198 V199 V200 V201 V202 V203 V204 V205 V206 V207 v208 V209 V210 V211 V212 V213,7
worldvaluessurvey_wave3,Lithuania,1009,1009,281,233,209,1009,1009,1009,1009,1009,1009,1009,1009,1009,1009,997,908,538,156,45,16,6,2,0,0,0,V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V57 V58 V59 V60 V61 V62 V63 V64 V65 v66 V67 V68 V69 V70 V71 V72 v73 V74 V75 V76 V77 V78 V79 V80 V81 V82 V83 V84 V85 V86 V87 v88 V89 V90 V91 V92 V93 V94 V95 V96 v97 V98 V99 V100 V101 V102 V103 V104 v105 v106 v107 v108 v109 v110 V111 V112 V113 V114 V115 V116 V117 V118 V119 V120 V121 V122 V123 V124 v125 v126 V127 V128 V129 V130 V131 V132 V133 V134 V135 V136 V137 V138 V139 V140 V141 V142 V143 V144 V145 V146 V147 V148 V149_00 V150 V151 V152 V153 V154 V155 V156 V157 V158 V159 V160 V161 V162 V163 V164 V165 V166 V167 V168 V169 V170 V171 V172 V173 V174 V175 V176 V177 V178 V179 V180 v181 V182 V183 V184 V185 V186 V187 V188 V189 V190 V191 V192 V193 V194 V195 V196 V197 V198 V199 V200 V201 V202 V203 V204 V205 V206 V207 v208 V209 V210 V211 V212 V213,7
worldvaluessurvey_wave3,Latvia,1200,1200,281,233,209,1200,1200,1200,1200,1200,1200,1200,1200,1200,1199,1184,1013,437,156,61,33,28,18,4,0,0,V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56_03 V57 V58 V59 V60 V61 V62 V63 V64 V65 v66 V67 V68 V69 V70 V71 V72 v73 V74 V75 V76 V77 V78 V79 V80 V81 V82 V83 V84 V85 V86 V87 v88 V89 V90 V91 V92 V93 V94 V95 V96 v97 V98 V99 V100 V101 V102 V103 V104 v105 v106 v107 v108 v109 v110 V111 V112 V113 V114 V115 V116 V117 V118 V119 V120 V121 V122 V123 V124 v125 v126 V127 V128 V129 V130 V131 V132 V133 V134 V135 V136 V137 V138 V139 V140 V141 V142 V143 V144 V145 V146 V147 V148 V149_00 V150 V151 V152 V153 V154 V155 V156 V157 V158 V159 V160 V161 V162 V163 V164 V165 V166 V167 V168 V169 V170 V171 V172 V173 V174 V175 V176 V177 V178 V179 V180 v181 V182 V183 V184 V185 V186 V187 V188 V189 V190 V191 V192 V193 V194 V195 V196 V197 V198 V199 V200 V201 V202 V203 V204 V205 V206 V207 v208 V209 V210 V211 V212 V213,7
worldvaluessurvey_wave3,India,2040,2040,281,233,210,2040,2040,2040,2040,2040,2040,2040,2040,2040,2038,2021,1960,1839,1534,1103,647,411,253,89,38,0,V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56_01 V57 V58 V59 V60 V61 V62 V63 V64 V65 v66 V67 V68 V69 V70 V71 V72 v73 V74 V75 V76 V77 V78 V79 V80 V81 V82 V83 V84 V85 V86 V87 v88 V89 V90 V91 V92 V93 V94 V95 V96 v97 V98 V99 V100 V101 V102 V103 V104 v105 v106 v107 v108 v109 v110 V111 V112 V113 V114 V115 V116 V117 V118 V119 V120 V121 V122 V123 V124 v125 v126 V127 V128 V129 V130 V131 V132 V133 V134 V135 V136 V137 V138 V139 V140 V141 V142 V143 V144 V145 V146 V147 V148 V149_02 V150 V151 V152 V153 V154 V155 V156 V157 V158 V159 V160 V161 V162 V163 V164 V165 V166 V167 V168 V169 V170 V171 V172 V173 V174 V175 V176 V177 V178 V179 V180 v181 V182 V183 V184 V185 V186 V187 V188 V189 V190 V191 V192 V193 V194 V195 V196 V197 V198 V199 V200 V201 V202 V203 V204 V205 V206 V207 v208 V209 V210 V211 V212 V213,7
worldvaluessurvey_wave3,Hungary,650,650,281,233,209,650,650,650,650,650,650,650,650,650,650,646,566,196,52,23,16,6,0,0,0,0,V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56_14 V57 V58 V59 V60 V61 V62 V63 V64 V65 v66 V67 V68 V69 V70 V71 V72 v73 V74 V75 V76 V77 V78 V79 V80 V81 V82 V83 V84 V85 V86 V87 v88 V89 V90 V91 V92 V93 V94 V95 V96 v97 V98 V99 V100 V101 V102 V103 V104 v105 v106 v107 v108 v109 v110 V111 V112 V113 V114 V115 V116 V117 V118 V119 V120 V121 V122 V123 V124 v125 v126 V127 V128 V129 V130 V131 V132 V133 V134 V135 V136 V137 V138 V139 V140 V141 V142 V143 V144 V145 V146 V147 V148 V149_00 V150 V151 V152 V153 V154 V155 V156 V157 V158 V159 V160 V161 V162 V163 V164 V165 V166 V167 V168 V169 V170 V171 V172 V173 V174 V175 V176 V177 V178 V179 V180 v181 V182 V183 V184 V185 V186 V187 V188 V189 V190 V191 V192 V193 V194 V195 V196 V197 V198 V199 V200 V201 V202 V203 V204 V205 V206 V207 V209 V210 V211 V212 V213,7
worldvaluessurvey_wave3,Great Britain,1093,1093,281,233,40,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,1093,1090,1036,808,375,61,6,0,0,0,0,V10 V15 V16 V17 V19 V20 V21 V22 V24 V27 V37 V54 V57 V58 V60 V61 V63 V65 V89 V90 V91 V93 v106 v107 V111 V113 V114 V118 v125 v126 V154 V155 V156 V190 V197 V198 V199 V200 V210 V213,6
worldvaluessurvey_wave3,Germany_2,1017,1017,281,233,207,1017,1017,1017,1017,1017,1017,1017,1017,1017,1015,1010,938,597,85,12,6,4,4,2,2,2,V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56_03 V57 V58 V59 V60 V61 V62 V63 V64 V65 v66 V67 V68 V69 V70 V71 V72 v73 V74 V75 V76 V77 V78 V79 V80 V81 V82 V83 V84 V85 V86 V87 v88 V89 V90 V91 V92 V93 V94 V95 V96 v97 V98 V99 V100 V101 V102 V103 V104 v105 v106 v107 v108 v109 v110 V111 V112 V113 V114 V115 V116 V117 V118 V119 V120 V121 V122 V123 V124 v125 v126 V127 V128 V129 V130 V131 V132 V133 V134 V135 V136 V137 V138 V139 V140 V141 V142 V143 V144 V145 V146 V147 V148 V149_00 V150 V151 V152 V153 V154 V155 V156 V157 V158 V159 V160 V161 V162 V163 V164 V165 V166 V167 V168 V169 V170 V171 V172 V173 V174 V175 V176 V177 V178 V179 V180 v181 V182 V183 V184 V185 V186 V187 V188 V189 V190 V191 V192 V193 V194 V195 V196 V197 V198 V199 V200 V202 V203 V204 V205 V206 V207 V209 V210 V212 V213,7
