"dataset","country","initial_observations","final_observations","orig_dat_vars","substantive_dat_vars","final_variables","dup_observations_at_85","dup_observations_at_90","dup_observations_at_95","dup_observations_at_100","var_list","median_num_resp"
"worldvaluessurvey_wave4","Jordan",1223,1223,373,276,168,2,0,0,0,"v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24 v25 v26 v27 v28 v29 v30 v31 v32 v36 v37 v68 v69 v70 v71 v73 v74 v75 v76 v77_03 v77_07 v78 v79 v80 v81 v82 v83 v86 v87 v88 v89 v90 v91 v92 v93 v94 v95 v96 v103 v104 v105 v106 v107 v108 v109 v110 v111 v112 v113 v114 v115 v116 v117 v118 v119 v120 v121 v122 v123 v124 v125 v127 v128 v129 v130 v131 v132 v133 v134 v135 v136 v137 v138 v139 v140 v141 v142 v143 v146 v147 v148 v149 v150 v151 v152 v153 v154 v155 v156 v157 v158 v159 v160b v162 v163a v164 v165 v166 v167 v168 v169 v170 v171 v172 v173 v174 v175 v177 v178 v179 v180 v181 v182 v184 v185 v186 v187 v188 v189 v190 v191 v192 v193 v194 v195 v196 v197 v200 v201 v202 v204 v205 v206 v207 v208 v209 v210 v211 v212 v213 v214 v215 v216 V218 V219 V220 V221 V222",2536
"worldvaluessurvey_wave4","Japan",1362,1362,373,276,214,0,0,0,0,"v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24 v25 v26 v27 v28 v29 v30 v31 v32 v33 v34 v35 v36 v37 v38 v39 v40 v41 v42 v43 v44 v45 v46 v47 v48 v49 v50 v51 v52 v53 v54 v55 v56 v57 v58 v59 v60 v61 v62 v63 v64 v65 v66 v67 v78 v79 v80 v81 v82 v83 v84 v85 v86 v87 v88 v89 v90 v91 v92 v93 v94 v95 v96 v97 v98 v99 v100 v101 v102 v103 v104 v105 v106 v107 v108 v109 v110 v111 v112 v113 v114 v115 v116 v117 v118 v119 v120 v121 v122 v123 v124 v125 v126 v127 v128 v129 v130 v131 v132 v133 v134 v135 v136 v137 v138 v139 v140 v141 v142 v143 v144 v145a v145b v145c v145d v145e v145f v146 v147 v148 v149 v150 v151 v152 v153 v154 v155 v156 v157 v158 v159 v160j v162 v163 v164 v165 v166 v167 v168 v169 v170 v171 v172 v173 v174 v175 v176 v177 v178 v179 v180 v181 v181a v181b v181c v182 v183 v184 v185 v186 v187 v188 v189 v190 v191 v192 v193 v194 v195 v196 v197 v198 v199 v200 v201 v202 v203 v204 v205 v206 v207 v208 v209 v210 v211 v212 v213 v214 v215 v216 v217 V220 V221 V222",2536
"worldvaluessurvey_wave4","Israel",1199,1199,373,276,57,4,0,0,0,"v11 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24 v25 v32 v36 v81 v83 v84 v85 v97 v98 v99 v100 v101 v102 v106 v120 v121 v122 v123 v124 v125 v126 v127 v128 v129 v130 v131 v133 v134 v135 v136 v137 v138 v139 v141 v143 v184 v196 v207 v208 v209 v210 v211 v216 v217 V218 V220",2536
"worldvaluessurvey_wave4","Iraq",2325,2325,373,276,99,87,55,31,20,"v4 v5 v6 v7 v8 v9 v11 v12 v15 v17 v19 v20 v22 v24 v25 v26 v32 v68 v77_01 v77_03 v77_15 v77_17 v77_18 v77_19 v77_20 v77_21 v77_22 v77_23 v77_24 v77_25 v77_26 v77_27 v78 v80 v81 v82 v106 v107 v108 v110 v113 v115 v116 v117 v118 v119 v122 v123 v126 v133 v141 v142 v143 v147 v148 v150 v153 v160b v162 v164 v165 v166 v167 v169 v170 v171 v172 v173 v175 v182 v184 v185 v186 v187 v188 v189 v190 v191 v192 v193 v194 v195 v196 v197 v199 v200 v201 v202 v207 v210 v211 v214 v215 v216 V218 V219 V220 V221 V222",2536
"worldvaluessurvey_wave4","Iran",2532,2532,373,276,159,301,227,30,0,"v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24 v25 v26 v27 v28 v29 v30 v31 v32 v36 v38 v68 v69 v70 v71 v73 v74 v75 v76 v77_03 v77_06 v78 v79 v80 v81 v82 v83 v86 v87 v88 v89 v90 v91 v92 v93 v94 v95 v96 v103 v104 v105 v106 v107 v108 v109 v110 v111 v112 v113 v114 v115 v116 v117 v118 v119 v120 v121 v122 v123 v124 v125 v127 v128 v129 v130 v131 v132 v133 v139 v141 v142 v143 v146 v147 v149 v150 v151 v152 v153 v154 v155 v156 v157 v158 v159 v160i v162 v163a v164 v165 v166 v167 v168 v169 v170 v171 v172 v173 v174 v175 v177 v178 v179 v180 v181 v182 v184 v185 v186 v187 v188 v189 v190 v191 v192 v193 v194 v195 v196 v197 v199 v204 v205 v206 v207 v208 v209 v210 v211 v212 v213 v214 v215 v216 V218 V219 V220 V221 V222",2536
"worldvaluessurvey_wave4","Indonesia",1000,1000,373,276,168,61,20,10,0,"v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24 v25 v26 v27 v28 v29 v30 v31 v32 v36 v38 v68 v69 v70 v71 v73 v74 v75 v76 v77_03 v77_05 v78 v79 v80 v81 v82 v83 v86 v87 v88 v89 v90 v91 v92 v93 v94 v95 v96 v103 v104 v105 v106 v107 v108 v109 v110 v111 v112 v113 v114 v115 v116 v117 v118 v119 v120 v121 v122 v123 v124 v125 v127 v128 v129 v130 v131 v132 v133 v134 v135 v136 v137 v138 v139 v140 v141 v142 v143 v146 v147 v148 v149 v150 v151 v152 v153 v154 v155 v156 v157 v158 v159 v160c v162 v163a v164 v165 v166 v167 v168 v169 v170 v171 v172 v173 v174 v175 v177 v178 v179 v180 v181 v182 v184 v185 v186 v187 v188 v189 v190 v191 v192 v193 v194 v195 v196 v197 v200 v201 v203 v204 v205 v206 v207 v208 v209 v210 v211 v212 v213 v214 v215 v216 V218 V219 V220 V221 V222",2536
"worldvaluessurvey_wave4","India",2002,2002,373,276,222,395,290,221,26,"v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24 v25 v26 v27 v28 v29 v30 v31 v32 v33 v34 v35 v36 v37 v38 v39 v40 v41 v42 v43 v44 v45 v46 v47 v48 v49 v50 v51 v52 v53 v54 v55 v56 v57 v58 v59 v60 v61 v62 v63 v64 v65 v66 v67 v67b v68 v69 v70 v71 v73 v74 v75 v76 v77_03 v77_04 v78 v79 v80 v81 v82 v83 v84 v85 v86 v87 v88 v89 v90 v91 v92 v93 v94 v95 v96 v97 v98 v99 v100 v101 v102 v103 v104 v105 v106 v107 v108 v109 v110 v111 v112 v113 v114 v115 v116 v117 v118 v119 v120 v121 v122 v123 v124 v125 v126 v127 v128 v129 v130 v131 v132 v133 v134 v135 v136 v137 v138 v139 v140 v141 v142 v143 v144 v145 v145a v145b v145c v146 v147 v148 v149 v150 v151 v152 v153 v154 v155 v156 v157 v158 v159 v160h v162 v163a v164 v165 v166 v167 v168 v169 v170 v171 v172 v173 v174 v175 v176 v177 v178 v179 v180 v181 v182 v183 v184 v185 v186 v187 v188 v189 v190 v191 v192 v193 v194 v195 v196 v197 v198 v199 v200 v201 v202 v203 v204 v205 v206 v207 v208 v209 v210 v211 v212 v213 v214 v215 v216 v217 V218 V219 V220 V221 V222",2536
"worldvaluessurvey_wave4","Egypt",3000,3000,373,276,159,18,18,2,0,"v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24 v25 v26 v27 v28 v29 v30 v31 v32 v36 v38 v68 v69 v70 v71 v73 v74 v75 v76 v77_01 v78 v79 v80 v81 v82 v83 v86 v87 v88 v89 v90 v91 v92 v93 v94 v95 v96 v103 v104 v105 v106 v107 v108 v109 v110 v111 v112 v113 v114 v115 v116 v117 v118 v119 v120 v121 v122 v123 v124 v125 v127 v128 v129 v130 v131 v132 v133 v134 v135 v136 v137 v138 v140 v141 v142 v143 v146 v147 v148 v149 v150 v151 v152 v153 v154 v155 v156 v157 v158 v159 v160b v162 v163 v164 v165 v167 v168 v169 v170 v171 v172 v173 v174 v175 v177 v178 v179 v180 v181 v182 v184 v185 v186 v187 v188 v189 v190 v196 v197 v200 v201 v202 v204 v205 v206 v207 v208 v209 v210 v211 v212 v213 v214 v215 v216 V218 V220 V221 V222",2536
"worldvaluessurvey_wave4","China",1000,1000,373,276,190,21,4,0,0,"v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v23 v24 v25 v26 v27 v28 v29 v30 v31 v32 v33 v34 v35 v36 v37 v38 v39 v40 v41 v42 v43 v44 v45 v46 v47 v48 v49 v50 v51 v52 v54 v55 v56 v57 v58 v59 v60 v61 v62 v63 v64 v65 v66 v67 v67b v68 v69 v70 v71 v73 v74 v75 v76 v78 v79 v80 v81 v82 v83 v84 v85 v86 v87 v88 v89 v90 v91 v92 v93 v94 v95 v96 v97 v98 v99 v100 v101 v102 v103 v104 v105 v106 v107 v109 v110 v111 v112 v113 v114 v115 v116 v117 v118 v119 v120 v121 v122 v123 v124 v125 v126 v127 v128 v129 v130 v131 v132 v133 v141 v142 v143 v144 v145a v145b v145c v145d v145e v145f v146 v148 v149 v150 v151 v152 v153 v154 v155 v156 v157 v158 v159 v160 v161 v162 v163 v164 v165 v166 v167 v168 v169 v170 v171 v172 v173 v174 v175 v176 v177 v178 v179 v180 v181 v182 v183 v184 v185 v186 v204 v205 v206 v207 v208 v209 v210 v211 v212 v213 v214 v215 v216 v217",8
"worldvaluessurvey_wave4","Chile",1200,1200,373,276,222,290,266,220,27,"v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24 v25 v26 v27 v28 v29 v30 v31 v32 v33 v34 v35 v36 v37 v38 v39 v40 v41 v42 v43 v44 v45 v46 v47 v48 v49 v50 v51 v52 v53 v54 v55 v56 v57 v58 v59 v60 v61 v62 v63 v64 v65 v66 v67 v68 v69 v70 v71 v72 v73 v74 v75 v76 v77_01 v78 v79 v80 v81 v82 v83 v84 v85 v86 v87 v88 v89 v90 v91 v92 v93 v94 v95 v96 v97 v98 v99 v100 v101 v102 v103 v104 v105 v106 v107 v108 v109 v110 v111 v112 v113 v114 v115 v116 v117 v118 v119 v120 v121 v122 v123 v124 v125 v126 v127 v128 v129 v130 v131 v132 v133 v134 v135 v136 v137 v138 v139 v140 v141 v142 v143 v144 v145 v146 v147 v148 v149 v150 v151 v152 v153 v154 v155 v156 v157 v158 v159 v160g v161 v162 v163 v164 v165 v166 v167 v168 v169 v170 v171 v172 v173 v174 v175 v176 v177 v178 v179 v180 v181 v181a v181b v181c v182 v183 v184 v185 v186 v187 v188 v189 v190 v191 v192 v193 v194 v195 v196 v197 v198 v199 v200 v201 v202 v203 v204 v205 v206 v207 v208 v209 v210 v211 v212 v213 v214 v215 v216 v217 V218 V219 V220 V221 V222",2536
"worldvaluessurvey_wave4","Canada",1931,1931,373,276,220,0,0,0,0,"v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24 v25 v26 v27 v28 v29 v30 v31 v32 v33 v34 v35 v36 v37 v38 v39 v40 v41 v42 v43 v44 v45 v46 v47 v48 v49 v50 v51 v52 v53 v54 v55 v56 v57 v58 v59 v60 v61 v62 v63 v64 v65 v66 v67 v67b v68 v69 v70 v71 v72 v73 v74 v75 v76 v77_01 v78 v79 v80 v81 v82 v83 v84 v85 v86 v87 v88 v89 v90 v91 v92 v93 v94 v95 v96 v97 v98 v99 v100 v101 v102 v103 v104 v105 v106 v107 v108 v109 v110 v111 v112 v113 v114 v115 v116 v117 v118 v119 v120 v121 v122 v123 v124 v125 v126 v127 v128 v129 v130 v131 v132 v133 v134 v135 v136 v137 v138 v139 v140 v141 v142 v143 v144 v145 v146 v147 v148 v149 v150 v151 v152 v153 v154 v155 v156 v157 v158 v159 v160e v161 v162 v163 v164 v165 v166 v167 v168 v169 v170 v171 v172 v173 v174 v175 v176 v177 v178 v179 v180 v181 v182 v183 v184 v185 v186 v187 v188 v189 v190 v191 v192 v193 v194 v195 v196 v197 v198 v199 v200 v201 v202 v203 v204 v205 v206 v207 v208 v209 v210 v211 v212 v213 v214 v215 v216 v217 V218 V219 V220 V221 V222",2536
"worldvaluessurvey_wave4","Bosnia",1200,1200,373,276,223,17,2,0,0,"v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24 v25 v26 v27 v28 v29 v30 v31 v32 v33 v34 v35 v36 v37 v38 v39 v40 v41 v42 v43 v44 v45 v46 v47 v48 v49 v50 v51 v52 v53 v54 v55 v56 v57 v58 v59 v60 v61 v62 v63 v64 v65 v66 v67 v68 v69 v70 v71 v72 v73 v74 v75 v76 v77_01 v78 v79 v80 v81 v82 v83 v84 v85 v86 v87 v88 v89 v90 v91 v92 v93 v94 v95 v96 v97 v98 v99 v100 v101 v102 v103 v104 v105 v106 v107 v108 v109 v110 v111 v112 v113 v114 v115 v116 v117 v118 v119 v120 v121 v122 v123 v124 v125 v126 v127 v128 v129 v130 v131 v132 v133 v134 v135 v136 v137 v138 v139 v140 v141 v142 v143 v144 v145 v146 v147 v148 v149 v150 v151 v152 v153 v154 v155 v156 v157 v158 v159 v160 v161 v162 v163 v163a v164 v165 v166 v167 v168 v169 v170 v171 v172 v173 v174 v175 v176 v177 v178 v179 v180 v181 v181a v181b v181c v182 v183 v184 v185 v186 v187 v188 v189 v190 v191 v192 v193 v194 v195 v196 v197 v198 v199 v200 v201 v202 v203 v204 v205 v206 v207 v208 v209 v210 v211 v212 v213 v214 v215 v216 v217 V218 V219 V220 V221 V222",2536
"worldvaluessurvey_wave4","Bangladesh",1500,1500,373,276,218,298,164,89,6,"v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24 v25 v26 v27 v28 v29 v30 v31 v32 v33 v34 v35 v36 v37 v38 v39 v40 v41 v42 v43 v44 v45 v46 v47 v48 v49 v50 v51 v52 v53 v54 v55 v56 v57 v58 v59 v60 v61 v63 v64 v65 v66 v67 v67b v68 v69 v70 v71 v73 v74 v75 v76 v77_01 v77_03 v78 v79 v80 v81 v82 v83 v84 v85 v86 v87 v88 v89 v90 v91 v92 v93 v94 v95 v96 v97 v98 v99 v100 v101 v102 v103 v104 v105 v106 v107 v108 v109 v110 v111 v112 v113 v114 v115 v116 v117 v118 v119 v120 v121 v122 v123 v124 v125 v126 v127 v128 v129 v130 v131 v132 v133 v134 v135 v136 v137 v138 v139 v140 v141 v142 v143 v144 v145 v146 v147 v148 v149 v150 v151 v152 v153 v154 v155 v156 v157 v158 v159 v160h v161 v162 v163 v164 v165 v166 v167 v168 v169 v170 v171 v172 v173 v174 v175 v176 v177 v178 v179 v180 v181 v182 v183 v184 v185 v186 v187 v188 v189 v190 v191 v192 v193 v194 v195 v196 v197 v198 v199 v200 v201 v202 v203 v204 v205 v206 v207 v208 v209 v210 v211 v212 v213 v214 v216 v217 V218 V219 V220 V221 V222",2536
"worldvaluessurvey_wave4","Argentina",1280,1280,373,276,219,2,0,0,0,"v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24 v25 v26 v27 v28 v29 v30 v31 v32 v33 v34 v35 v36 v37 v38 v39 v40 v41 v42 v43 v44 v45 v46 v47 v48 v49 v50 v52 v53 v54 v55 v56 v57 v58 v59 v60 v61 v62 v63 v64 v65 v66 v67 v67b v68 v69 v70 v71 v72 v73 v74 v75 v76 v77_01 v78 v79 v80 v81 v82 v83 v84 v85 v86 v87 v88 v89 v90 v91 v92 v93 v94 v95 v96 v97 v98 v99 v100 v101 v102 v103 v104 v105 v106 v107 v108 v109 v110 v111 v112 v113 v114 v115 v116 v117 v118 v119 v120 v121 v122 v123 v124 v125 v126 v127 v128 v129 v130 v131 v132 v133 v134 v135 v136 v137 v138 v139 v140 v141 v142 v143 v144 v145 v146 v147 v148 v149 v150 v151 v152 v153 v154 v155 v156 v157 v158 v159 v160g v162 v163 v163a v163b v164 v165 v166 v167 v168 v169 v170 v171 v172 v173 v174 v175 v176 v177 v178 v179 v180 v181 v182 v183 v184 v185 v186 v187 v188 v189 v190 v191 v192 v193 v194 v195 v196 v197 v198 v199 v200 v201 v202 v203 v204 v205 v206 v207 v208 v209 v210 v211 v212 v213 v214 v215 v216 v217 V219 V220 V221 V222",2536
"worldvaluessurvey_wave4","Algeria",1282,1282,373,276,193,108,89,76,34,"v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24 v25 v26 v27 v28 v29 v30 v31 v32 v36 v38 v39 v40 v41 v43 v44 v45 v46 v47 v48 v49 v50 v54 v55 v56 v58 v59 v60 v61 v62 v63 v64 v65 v68 v69 v70 v71 v73 v74 v75 v76 v77_03 v78 v79 v80 v81 v82 v83 v86 v87 v88 v89 v90 v91 v92 v93 v94 v95 v96 v103 v104 v105 v106 v107 v108 v109 v110 v111 v112 v113 v114 v115 v116 v117 v118 v119 v120 v121 v122 v123 v124 v125 v127 v128 v129 v130 v131 v132 v133 v134 v135 v136 v137 v138 v139 v140 v141 v142 v143 v146 v147 v148 v149 v150 v151 v152 v153 v154 v155 v156 v157 v159 v160 v160b v160q v160r v161 v162 v163a v164 v165 v166 v167 v168 v169 v170 v171 v172 v173 v174 v175 v176 v177 v178 v179 v180 v181 v182 v185 v186 v187 v188 v189 v190 v191 v192 v193 v194 v195 v196 v197 v200 v201 v202 v203 v204 v205 v206 v207 v208 v209 v210 v211 v212 v213 v214 v215 v216 V218 V219 V220 V221 V222",2536
"worldvaluessurvey_wave4","Albania",1000,1000,373,276,223,8,2,2,2,"v4 v5 v6 v7 v8 v9 v10 v11 v12 v13 v14 v15 v16 v17 v18 v19 v20 v21 v22 v23 v24 v25 v26 v27 v28 v29 v30 v31 v32 v33 v34 v35 v36 v37 v38 v39 v40 v41 v42 v43 v44 v45 v46 v47 v48 v49 v50 v51 v52 v53 v54 v55 v56 v57 v58 v59 v60 v61 v62 v63 v64 v65 v66 v67 v68 v69 v70 v71 v72 v73 v74 v75 v76 v77_01 v78 v79 v80 v81 v82 v83 v84 v85 v86 v87 v88 v89 v90 v91 v92 v93 v94 v95 v96 v97 v98 v99 v100 v101 v102 v103 v104 v105 v106 v107 v108 v109 v110 v111 v112 v113 v114 v115 v116 v117 v118 v119 v120 v121 v122 v123 v124 v125 v126 v127 v128 v129 v130 v131 v132 v133 v134 v135 v136 v137 v138 v139 v140 v141 v142 v143 v144 v145 v146 v147 v148 v149 v150 v151 v152 v153 v154 v155 v156 v157 v158 v159 v160 v161 v162 v163 v163a v164 v165 v166 v167 v168 v169 v170 v171 v172 v173 v174 v175 v176 v177 v178 v179 v180 v181 v181a v181b v181c v182 v183 v184 v185 v186 v187 v188 v189 v190 v191 v192 v193 v194 v195 v196 v197 v198 v199 v200 v201 v202 v203 v204 v205 v206 v207 v208 v209 v210 v211 v212 v213 v214 v215 v216 v217 V218 V219 V220 V221 V222",2536
"worldvaluessurvey_wave3","Venezuela",1200,1200,281,233,209,27,15,4,0,"V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56_02 V57 V58 V59 V60 V61 V62 V63 V64 V65 v66 V67 V68 V69 V70 V71 V72 v73 V74 V75 V76 V77 V78 V79 V80 V81 V82 V83 V84 V85 V86 V87 v88 V89 V90 V91 V92 V93 V94 V95 V96 v97 V98 V99 V100 V101 V102 V103 V104 v105 v106 v107 v108 v109 v110 V111 V112 V113 V114 V115 V116 V117 V118 V119 V120 V121 V122 V123 V124 v125 v126 V127 V128 V129 V130 V131 V132 V133 V134 V135 V136 V137 V138 V139 V140 V141 V142 V143 V144 V145 V146 V147 V148 V149_09 V150 V151 V152 V153 V154 V155 V156 V157 V158 V159 V160 V161 V162 V163 V164 V165 V166 V167 V168 V169 V170 V171 V172 V173 V174 V175 V176 V177 V178 V179 V180 v181 V182 V183 V184 V185 V186 V187 V188 V189 V190 V191 V192 V193 V194 V195 V196 V197 V198 V199 V200 V201 V202 V203 V204 V205 V206 V207 v208 V210 V211 V212 V213",7
"worldvaluessurvey_wave3","Uruguay",1000,1000,281,233,210,18,10,0,0,"V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56_02 V57 V58 V59 V60 V61 V62 V63 V64 V65 v66 V67 V68 V69 V70 V71 V72 v73 V74 V75 V76 V77 V78 V79 V80 V81 V82 V83 V84 V85 V86 V87 v88 V89 V90 V91 V92 V93 V94 V95 V96 v97 V98 V99 V100 V101 V102 V103 V104 v105 v106 v107 v108 v109 v110 V111 V112 V113 V114 V115 V116 V117 V118 V119 V120 V121 V122 V123 V124 v125 v126 V127 V128 V129 V130 V131 V132 V133 V134 V135 V136 V137 V138 V139 V140 V141 V142 V143 V144 V145 V146 V147 V148 V149_08 V150 V151 V152 V153 V154 V155 V156 V157 V158 V159 V160 V161 V162 V163 V164 V165 V166 V167 V168 V169 V170 V171 V172 V173 V174 V175 V176 V177 V178 V179 V180 v181 V182 V183 V184 V185 V186 V187 V188 V189 V190 V191 V192 V193 V194 V195 V196 V197 V198 V199 V200 V201 V202 V203 V204 V205 V206 V207 v208 V209 V210 V211 V212 V213",7
"worldvaluessurvey_wave3","United States",1542,1542,281,233,210,10,4,0,0,"V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56_01 V57 V58 V59 V60 V61 V62 V63 V64 V65 v66 V67 V68 V69 V70 V71 V72 v73 V74 V75 V76 V77 V78 V79 V80 V81 V82 V83 V84 V85 V86 V87 v88 V89 V90 V91 V92 V93 V94 V95 V96 v97 V98 V99 V100 V101 V102 V103 V104 v105 v106 v107 v108 v109 v110 V111 V112 V113 V114 V115 V116 V117 V118 V119 V120 V121 V122 V123 V124 v125 v126 V127 V128 V129 V130 V131 V132 V133 V134 V135 V136 V137 V138 V139 V140 V141 V142 V143 V144 V145 V146 V147 V148 V149_07 V150 V151 V152 V153 V154 V155 V156 V157 V158 V159 V160 V161 V162 V163 V164 V165 V166 V167 V168 V169 V170 V171 V172 V173 V174 V175 V176 V177 V178 V179 V180 v181 V182 V183 V184 V185 V186 V187 V188 V189 V190 V191 V192 V193 V194 V195 V196 V197 V198 V199 V200 V201 V202 V203 V204 V205 V206 V207 v208 V209 V210 V211 V212 V213",7
"worldvaluessurvey_wave3","Ukraine",2811,2811,281,233,208,75,48,22,2,"V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56_03 V57 V58 V59 V60 V61 V62 V63 V64 V65 v66 V67 V68 V69 V70 V71 V72 v73 V74 V75 V76 V77 V78 V79 V80 V81 V82 V83 V84 V85 V86 V87 v88 V89 V90 V91 V92 V93 V94 V95 V96 v97 V98 V99 V100 V101 V102 V103 V104 v105 v106 v107 v108 v109 v110 V111 V112 V113 V114 V115 V116 V117 V118 V119 V120 V121 V122 V123 V124 v125 v126 V127 V128 V129 V130 V131 V132 V133 V134 V135 V136 V137 V138 V139 V140 V141 V142 V143 V144 V145 V146 V147 V148 V149_00 V150 V151 V152 V153 V154 V155 V156 V157 V158 V159 V160 V161 V162 V163 V164 V165 V166 V167 V168 V169 V170 V171 V172 V173 V174 V175 V176 V177 V178 V179 V180 v181 V182 V183 V184 V185 V186 V187 V188 V189 V190 V191 V192 V193 V194 V195 V196 V197 V198 V199 V200 V201 V202 V203 V204 V205 V206 V207 v208 V209 V210 V211 V212 V213",7
"worldvaluessurvey_wave3","Turkey",1907,1907,281,233,189,12,5,2,0,"V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56_07 V57 V58 V59 V60 V61 V62 V63 V64 V65 v66 V67 V68 V69 V70 V71 V72 v73 V74 V75 V76 V77 V78 V79 V80 V81 V82 V83 V84 V85 V86 V87 v88 V89 V90 V91 V92 V93 V94 V95 V96 v97 V98 V99 V100 V101 V102 V103 V104 v105 v106 v107 v108 v109 v110 V111 V112 V113 V114 V115 V116 V117 V118 V119 V120 V121 V122 V123 V124 v125 v126 V127 V128 V129 V130 V131 V132 V133 V134 V135 V136 V137 V138 V139 V140 V141 V142 V143 V144 V145 V146 V147 V148 V149_00 V150 V151 V152 V153 V154 V155 V156 V157 V158 V159 V160 V161 V162 V163 V164 V165 V166 V171 V172 V173 V174 V177 V178 V179 V180 v181 V182 V183 V184 V185 V186 V187 V188 V189 V190 V191 V203 V204 V205 V206 V207 V209 V210 V211 V212 V213",7
"worldvaluessurvey_wave3","Taiwan",780,780,281,233,207,0,0,0,0,"V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V57 V58 V59 V60 V61 V62 V63 V64 V65 v66 V67 V68 V69 V70 V71 V72 v73 V74 V75 V76 V77 V78 V79 V80 V81 V82 V83 V84 V85 V86 V87 v88 V89 V90 V91 V92 V93 V94 V95 V96 v97 V98 V99 V100 V101 V102 V103 V104 v105 v106 v107 v108 v109 v110 V111 V112 V113 V114 V115 V116 V117 V118 V119 V120 V121 V122 V123 V124 v125 v126 V127 V128 V129 V130 V131 V132 V133 V134 V135 V136 V137 V138 V139 V140 V141 V142 V143 V144 V145 V146 V147 V148 V150 V151 V152 V153 V154 V155 V156 V157 V158 V159 V160 V161 V162 V163 V164 V165 V166 V168 V169 V170 V171 V172 V173 V174 V175 V176 V177 V178 V179 V180 v181 V182 V183 V184 V185 V186 V187 V188 V189 V190 V191 V192 V193 V194 V195 V196 V197 V198 V199 V200 V201 V202 V203 V204 V205 V206 V207 v208 V209 V210 V211 V212 V213",7
