"dataset","country_id","initial_observations","final_observations","orig_dat_vars","substantive_dat_vars","final_variables","dup_observations_at_85","dup_observations_at_90","dup_observations_at_95","dup_observations_at_100"
"americas_barometer_2010","21",1498,1460,1791,301,31,9,4,2,2
"americas_barometer_2010","2",1494,1407,1791,301,31,2,2,2,0
"americas_barometer_2010","15",2482,2420,1791,301,30,19,6,4,2
"americas_barometer_2010","14",1500,1473,1791,301,28,7,0,0,0
"americas_barometer_2010","12",1501,1428,1791,301,28,2,0,0,0
"americas_barometer_2010","11",1500,1483,1791,301,38,0,0,0,0
"americas_barometer_2010","1",1562,1518,1791,301,30,0,0,0,0
"americas_barometer_2008","9",3000,2946,1791,302,46,46,9,7,0
"americas_barometer_2008","8",1503,1455,1791,302,38,4,2,2,0
"americas_barometer_2008","7",1536,1497,1791,302,39,26,7,2,0
"americas_barometer_2008","6",1499,1468,1791,302,36,12,12,12,0
"americas_barometer_2008","5",1539,1485,1791,302,36,7,4,0,0
"americas_barometer_2008","41",2032,2022,1791,302,15,88,2,0,0
"americas_barometer_2008","40",1500,1499,1791,302,22,57,36,16,3
"americas_barometer_2008","4",1522,1483,1791,302,33,6,0,0,0
"americas_barometer_2008","3",1549,1539,1791,302,41,0,0,0,0
"americas_barometer_2008","26",1552,1520,1791,302,20,43,18,2,0
"americas_barometer_2008","24",2514,2415,1791,302,30,28,6,2,2
"americas_barometer_2008","23",1499,1471,1791,302,32,30,26,14,4
"americas_barometer_2008","22",1536,1515,1791,302,32,2,0,0,0
"americas_barometer_2008","21",1507,1456,1791,302,34,18,2,2,0
"americas_barometer_2008","2",1538,1453,1791,302,29,4,0,0,0
"americas_barometer_2008","17",1486,1438,1791,302,31,59,47,19,10
"americas_barometer_2008","16",1500,1429,1791,302,32,128,102,55,2
"americas_barometer_2008","15",1497,1454,1791,302,32,2,2,0,0
"americas_barometer_2008","14",1500,1480,1791,302,34,0,0,0,0
"americas_barometer_2008","13",1527,1493,1791,302,39,0,0,0,0
"americas_barometer_2008","12",1166,1153,1791,302,35,30,4,0,0
"americas_barometer_2008","11",1500,1476,1791,302,41,0,0,0,0
"americas_barometer_2008","10",3003,2886,1791,302,38,6,2,0,0
"americas_barometer_2008","1",1560,1535,1791,302,40,8,2,0,0
"americas_barometer_2006","9",2925,2869,1791,301,42,11,4,4,2
"americas_barometer_2006","8",1491,1440,1791,301,35,9,2,0,0
"americas_barometer_2006","7",1536,1487,1791,301,38,65,29,4,0
"americas_barometer_2006","6",1497,1495,1791,301,38,2,2,2,0
"americas_barometer_2006","5",1759,1692,1791,301,37,18,17,6,4
"americas_barometer_2006","41",601,596,1791,301,13,41,14,0,0
"americas_barometer_2006","40",609,603,1791,301,13,47,6,0,0
"americas_barometer_2006","4",1585,1577,1791,301,37,6,6,4,2
"americas_barometer_2006","3",1729,1711,1791,301,39,0,0,0,0
"americas_barometer_2006","24",1555,1526,1791,301,31,38,31,14,0
"americas_barometer_2006","23",1595,1565,1791,301,34,47,17,0,0
"americas_barometer_2006","22",1625,1581,1791,301,32,53,30,8,2
"americas_barometer_2006","21",1516,1498,1791,301,35,6,0,0,0
"americas_barometer_2006","2",1498,1406,1791,301,38,16,16,6,2
"americas_barometer_2006","16",1510,1479,1791,301,36,19,4,2,0
"americas_barometer_2006","15",1214,1183,1791,301,35,24,10,6,2
"americas_barometer_2006","14",1200,1181,1791,301,36,0,0,0,0
"americas_barometer_2006","13",1517,1499,1791,301,38,16,4,0,0
"americas_barometer_2006","12",1165,1135,1791,301,35,15,0,0,0
"americas_barometer_2006","11",1500,1489,1791,301,37,4,2,0,0
"americas_barometer_2006","10",3008,2874,1791,301,37,2,0,0,0
"americas_barometer_2006","1",1560,1515,1791,301,33,12,6,2,2
"americas_barometer_2004","9",3000,2931,1791,301,34,20,6,2,0
"americas_barometer_2004","8",1479,1443,1791,301,35,0,0,0,0
"americas_barometer_2004","7",1639,1591,1791,301,39,2,0,0,0
"americas_barometer_2004","6",1500,1490,1791,301,33,0,0,0,0
"americas_barometer_2004","5",1430,1380,1791,301,29,6,0,0,0
"americas_barometer_2004","4",1500,1408,1791,301,33,40,9,2,0
"americas_barometer_2004","3",1589,1542,1791,301,37,3,0,0,0
"americas_barometer_2004","21",4460,4395,1791,301,17,381,183,27,27
"americas_barometer_2004","2",1708,1580,1791,301,19,10,0,0,0
"americas_barometer_2004","10",3072,3010,1791,301,28,6,6,2,0
"americas_barometer_2004","1",1556,1513,1791,301,43,30,20,14,4
