"dataset","country","initial_observations","final_observations","orig_dat_vars","substantive_dat_vars","final_variables","dup_observations_at_85","dup_observations_at_90","dup_observations_at_95","dup_observations_at_100"
"worldvaluessurvey_wave4","Canada",1931,1931,373,277,220,0,0,0,0
"worldvaluessurvey_wave4","Bosnia",1200,1200,373,277,223,17,2,0,0
"worldvaluessurvey_wave4","Bangladesh",1500,1500,373,277,218,298,164,89,6
"worldvaluessurvey_wave4","Argentina",1280,1280,373,277,219,2,0,0,0
"worldvaluessurvey_wave4","Algeria",1282,1282,373,277,193,108,89,76,34
"worldvaluessurvey_wave4","Albania",1000,1000,373,277,223,8,2,2,2
"worldvaluessurvey_wave3","Venezuela",1200,1200,281,235,209,27,15,4,0
"worldvaluessurvey_wave3","Uruguay",1000,1000,281,235,210,18,10,0,0
"worldvaluessurvey_wave3","United States",1542,1542,281,235,210,10,4,0,0
"worldvaluessurvey_wave3","Ukraine",2811,2811,281,235,208,75,48,22,2
"worldvaluessurvey_wave3","Turkey",1907,1907,281,235,189,12,5,2,0
"worldvaluessurvey_wave3","Taiwan",780,780,281,235,207,0,0,0,0
"worldvaluessurvey_wave3","Switzerland",1212,1212,281,235,189,4,2,0,0
"worldvaluessurvey_wave3","Sweden",1009,1009,281,235,210,0,0,0,0
"worldvaluessurvey_wave3","Spain",1211,1211,281,235,210,4,2,0,0
"worldvaluessurvey_wave3","South Korea",1249,1249,281,235,157,2,2,0,0
"worldvaluessurvey_wave3","South Africa",2935,2935,281,235,201,34,12,4,0
"worldvaluessurvey_wave3","Slovenia",1007,1007,281,235,210,6,6,6,6
"worldvaluessurvey_wave3","Slovakia",1095,1095,281,235,209,2,0,0,0
"worldvaluessurvey_wave3","Serbia",1280,1280,281,235,210,4,2,0,0
"worldvaluessurvey_wave3","Russia",2040,2040,281,235,210,17,7,2,0
"worldvaluessurvey_wave3","Romania",1239,1239,281,235,210,163,138,101,14
"worldvaluessurvey_wave3","Puerto Rico",1164,1164,281,235,210,0,0,0,0
"worldvaluessurvey_wave3","Poland",1153,1153,281,235,165,0,0,0,0
"worldvaluessurvey_wave3","Philippines",1200,1200,281,235,208,0,0,0,0
"worldvaluessurvey_wave3","Peru",1211,1211,281,235,210,17,6,0,0
"worldvaluessurvey_wave3","Pakistan",733,733,281,235,70,49,22,4,0
"worldvaluessurvey_wave3","Norway",1127,1127,281,235,204,2,0,0,0
"worldvaluessurvey_wave3","Nigeria",1996,1996,281,235,207,77,35,10,0
"worldvaluessurvey_wave3","New Zealand",1201,1201,281,235,207,4,4,4,2
"worldvaluessurvey_wave3","Montenegro",240,240,281,235,210,0,0,0,0
"worldvaluessurvey_wave3","Moldova",984,984,281,235,207,72,42,4,0
"worldvaluessurvey_wave3","Mexico_2",1510,1510,281,235,210,64,22,4,0
"worldvaluessurvey_wave3","Mexico",854,854,281,235,210,68,32,14,10
"worldvaluessurvey_wave3","Macedonia",995,995,281,235,209,24,10,2,0
"worldvaluessurvey_wave3","Lithuania",1009,1009,281,235,209,2,0,0,0
"worldvaluessurvey_wave3","Latvia",1200,1200,281,235,209,18,4,0,0
"worldvaluessurvey_wave3","India",2040,2040,281,235,210,253,89,38,0
"worldvaluessurvey_wave3","Hungary",650,650,281,235,209,0,0,0,0
"worldvaluessurvey_wave3","Great Britain",1093,1093,281,235,40,0,0,0,0
"worldvaluessurvey_wave3","Germany_2",1017,1017,281,235,207,4,2,2,2
"worldvaluessurvey_wave3","Germany",1009,1009,281,235,207,6,2,0,0
"worldvaluessurvey_wave3","Georgia",2008,2008,281,235,210,14,0,0,0
"worldvaluessurvey_wave3","Finland",987,987,281,235,209,0,0,0,0
"worldvaluessurvey_wave3","Estonia",1021,1021,281,235,210,2,0,0,0
"worldvaluessurvey_wave3","El Salvador",1254,1254,281,235,152,0,0,0,0
"worldvaluessurvey_wave3","Dominican Rep",417,417,281,235,208,9,8,6,0
"worldvaluessurvey_wave3","Czech Rep",1147,1147,281,235,208,8,2,0,0
"worldvaluessurvey_wave3","Croatia",1196,1196,281,235,208,23,10,4,0
"worldvaluessurvey_wave3","Colombia_2",2996,2996,281,235,171,4,4,2,0
"worldvaluessurvey_wave3","Colombia",3029,3029,281,235,68,49,19,12,0
"worldvaluessurvey_wave3","China",1500,1500,281,235,153,52,18,2,2
"worldvaluessurvey_wave3","Chile",1000,1000,281,235,210,16,6,6,0
"worldvaluessurvey_wave3","Bulgaria",1072,1072,281,235,210,21,13,7,5
"worldvaluessurvey_wave3","Bosnia",800,800,281,235,209,64,50,24,0
"worldvaluessurvey_wave3","Belarus",2092,2092,281,235,210,152,95,30,14
"worldvaluessurvey_wave3","Bangladesh",1525,1525,281,235,199,139,85,44,2
"worldvaluessurvey_wave3","Azerbaijan",2002,2002,281,235,210,125,52,6,2
"worldvaluessurvey_wave3","Australia",2048,2048,281,235,209,0,0,0,0
"worldvaluessurvey_wave3","Armenia",2000,2000,281,235,210,465,412,232,12
"worldvaluessurvey_wave3","Argentina",1079,1079,281,235,208,0,0,0,0
"worldvaluessurvey_wave3","Albania",999,999,281,235,208,299,200,92,0
"worldvaluessurvey_wave2","Turkey",1030,1030,426,388,137,4,2,0,0
"worldvaluessurvey_wave2","Switzerland",1400,1400,426,388,169,4,2,0,0
"worldvaluessurvey_wave2","Spain",1510,1510,426,388,314,6,2,2,0
"worldvaluessurvey_wave2","South Korea",1251,1251,426,388,216,19,10,4,0
"worldvaluessurvey_wave2","South Africa",2736,2736,426,388,186,4,2,2,0
"worldvaluessurvey_wave2","Slovakia",466,466,426,388,209,0,0,0,0
"worldvaluessurvey_wave2","Russia",1961,1961,426,388,334,27,10,4,0
"worldvaluessurvey_wave2","Poland",938,938,426,388,121,0,0,0,0
"worldvaluessurvey_wave2","Nigeria",1001,1001,426,388,309,6,4,4,2
"worldvaluessurvey_wave2","Mexico",1531,1531,426,388,329,58,28,10,0
"worldvaluessurvey_wave2","Japan",1011,1011,426,388,337,2,0,0,0
"worldvaluessurvey_wave2","India",2500,2500,426,388,298,28,8,0,0
"worldvaluessurvey_wave2","Czech Rep",924,924,426,388,209,0,0,0,0
"worldvaluessurvey_wave2","China",1000,1000,426,388,304,14,4,0,0
"worldvaluessurvey_wave2","Chile",1500,1500,426,388,347,16,4,2,0
"worldvaluessurvey_wave2","Brazil",1782,1782,426,388,337,0,0,0,0
"worldvaluessurvey_wave2","Belarus",1015,1015,426,388,130,6,4,4,0
"worldvaluessurvey_wave2","Argentina",1002,1002,426,388,329,6,4,2,0
"worldvaluessurvey_wave1","United States",2325,2325,136,111,108,530,528,528,528
"worldvaluessurvey_wave1","Sweden",954,954,136,111,110,0,0,0,0
"worldvaluessurvey_wave1","South Korea",970,970,136,111,106,12,2,2,2
"worldvaluessurvey_wave1","South Africa",1596,1596,136,111,110,29,15,6,0
"worldvaluessurvey_wave1","Mexico",1837,1837,136,111,109,32,20,4,0
"worldvaluessurvey_wave1","Japan",1204,1204,136,111,110,195,195,195,195
"worldvaluessurvey_wave1","Hungary",1464,1464,136,111,85,4,4,4,0
"worldvaluessurvey_wave1","Finland",1003,1003,136,111,89,2,0,0,0
"worldvaluessurvey_wave1","Australia",1228,1228,136,111,97,0,0,0,0
"worldvaluessurvey_wave1","Argentina",1005,1005,136,111,110,48,19,14,0
"sadatchair_2008","UAE",500,500,168,141,48,0,0,0,0
"sadatchair_2008","Morocco",756,756,168,141,49,276,141,97,51
"sadatchair_2008","Lebanon",600,600,168,141,49,40,7,6,0
"sadatchair_2008","KSA",750,750,168,141,49,220,143,72,18
"sadatchair_2008","Jordan",600,600,168,141,47,181,11,2,0
"sadatchair_2008","Egypt",840,840,168,141,50,183,136,92,59
"sadatchair_2006","UAE",500,500,89,64,63,268,248,233,131
"sadatchair_2006","Morocco",750,750,89,64,61,49,6,0,0
"sadatchair_2006","Lebanon",600,600,89,64,62,28,8,0,0
"sadatchair_2006","KSA",750,750,89,64,62,83,29,6,0
"sadatchair_2006","Jordan",450,450,89,64,63,4,2,0,0
"sadatchair_2006","Egypt",800,800,89,64,62,113,57,27,4
"sadatchair_2005","United Arab Emirates",217,217,107,82,58,34,20,12,4
"sadatchair_2005","Saudi Arabia",800,800,107,82,57,99,32,8,0
"sadatchair_2005","Morocco",800,800,107,82,45,4,2,2,0
"sadatchair_2005","Lebanon",500,500,107,82,56,28,5,2,2
"sadatchair_2005","Jordan",500,500,107,82,56,27,24,11,2
"sadatchair_2005","Egypt",800,800,107,82,48,383,216,88,15
"sadatchair_2004","UAE",386,380,81,68,54,0,0,0,0
"sadatchair_2004","Saudi Arabia",700,700,81,68,67,83,17,6,4
"sadatchair_2004","Morocco",700,700,81,68,67,10,6,4,4
"sadatchair_2004","Lebanon",400,400,81,68,67,22,0,0,0
"sadatchair_2004","Jordan",400,400,81,68,67,12,4,0,0
"sadatchair_2004","Egypt",850,850,81,68,60,808,766,620,244
"sadatchair_2003","UAE",400,400,75,69,56,124,111,93,34
"sadatchair_2003","Morocco",700,700,75,69,61,35,12,2,0
"sadatchair_2003","Lebanon",400,400,75,69,58,42,24,6,4
"sadatchair_2003","KSA",700,700,75,69,66,212,59,2,0
"sadatchair_2003","Jordan",400,397,75,69,54,23,6,0,0
"sadatchair_2003","Egypt",700,684,75,69,52,118,97,57,19
"pewreligion_pentecostals","United States",1074,1074,200,194,96,4,2,0,0
"pewreligion_pentecostals","South Korea",1000,1000,200,194,91,20,6,4,2
"pewreligion_pentecostals","South Africa",1137,1137,200,194,102,2,0,0,0
"pewreligion_pentecostals","Regions of India Surveyed",1224,1224,200,194,101,44,18,6,0
"pewreligion_pentecostals","Philippines",1300,1300,200,194,111,30,16,2,0
"pewreligion_pentecostals","Nigeria",999,999,200,194,100,78,48,26,8
"pewreligion_pentecostals","Kenya",1001,1001,200,194,111,20,3,0,0
"pewreligion_pentecostals","Guatemala",1305,1305,200,194,96,2,0,0,0
"pewreligion_pentecostals","Chile",988,988,200,194,101,6,0,0,0
"pewreligion_pentecostals","Brazil",1000,1000,200,194,101,2,2,0,0
"pewreligion_muslims","Uzbekistan",965,965,250,171,78,8,0,0,0
"pewreligion_muslims","Turkey",1485,1485,250,171,102,204,104,67,12
"pewreligion_muslims","Tunisia",1450,1450,250,171,100,426,201,53,0
"pewreligion_muslims","Thailand",1010,1010,250,171,100,103,8,2,0
"pewreligion_muslims","Tajikistan",1453,1453,250,171,104,428,257,133,0
"pewreligion_muslims","Russia",1050,1050,250,171,103,56,19,15,2
"pewreligion_muslims","Palestinian Territories",994,994,250,171,102,143,69,35,2
"pewreligion_muslims","Pakistan",1450,1450,250,171,106,356,67,4,0
"pewreligion_muslims","Niger",946,946,250,171,102,405,184,49,2
"pewreligion_muslims","Morocco",1472,1472,250,171,78,656,309,112,2
"pewreligion_muslims","Malaysia",1244,1244,250,171,105,364,195,79,0
"pewreligion_muslims","Lebanon",551,551,250,171,102,190,132,81,8
"pewreligion_muslims","Kyrgyzstan",1292,1292,250,171,106,141,61,36,2
"pewreligion_muslims","Kosovo",1266,1266,250,171,103,181,85,33,4
"pewreligion_muslims","Kazakhstan",998,998,250,171,103,138,83,51,0
"pewreligion_muslims","Jordan",966,966,250,171,97,113,56,20,2
"pewreligion_muslims","Iraq",1416,1416,250,171,102,211,57,12,0
"pewreligion_muslims","Iran",1519,1519,250,171,73,2,0,0,0
"pewreligion_muslims","Indonesia",1880,1880,250,171,107,438,142,44,4
"pewreligion_muslims","Egypt",1798,1798,250,171,98,206,83,14,2
"pewreligion_muslims","Bosnia and Herzegovina",1007,1007,250,171,104,47,10,6,4
"pewreligion_muslims","Bangladesh",1918,1918,250,171,105,215,50,12,2
"pewreligion_muslims","Azerbaijan",996,996,250,171,104,272,67,12,4
"pewreligion_muslims","Algeria",1181,1181,250,171,99,283,128,39,4
"pewreligion_muslims","Albania",788,788,250,171,102,44,15,4,0
"pewreligion_muslims","Afghanistan",1509,1509,250,171,87,362,133,77,0
"pewreligion_africa","Zambia",1000,1000,204,176,142,105,64,46,30
"pewreligion_africa","Uganda",1040,1040,204,176,122,26,12,4,0
"pewreligion_africa","Tanzania",1504,1504,204,176,121,4,2,0,0
"pewreligion_africa","South Africa",1504,1504,204,176,123,65,38,4,2
"pewreligion_africa","Senegal",1000,1000,204,176,117,287,91,17,2
"pewreligion_africa","Rwanda",1000,1000,204,176,141,238,127,75,10
"pewreligion_africa","Nigeria",1516,1516,204,176,120,270,151,79,6
"pewreligion_africa","Mozambique",1500,1500,204,176,122,0,0,0,0
"pewreligion_africa","Mali",1000,1000,204,176,142,155,72,43,6
"pewreligion_africa","Liberia",1500,1500,204,176,116,320,131,26,0
"pewreligion_africa","Kenya",1500,1500,204,176,122,175,62,21,4
"pewreligion_africa","Guinea Bissau",1000,1000,204,176,125,155,79,21,0
"pewreligion_africa","Ghana",1500,1500,204,176,122,363,221,116,14
"pewreligion_africa","Ethiopia",1500,1500,204,176,122,182,87,30,0
"pewreligion_africa","Djibouti",1500,1500,204,176,143,410,236,93,18
"pewreligion_africa","Democratic Republic of the Congo",1519,1519,204,176,115,140,59,16,4
"pewreligion_africa","Chad",1503,1503,204,176,125,293,101,21,0
"pewreligion_africa","Cameroon",1503,1503,204,176,122,25,16,12,2
"pewreligion_africa","Botswana",1002,1002,204,176,120,251,189,115,21
"pewglobalattitudes_2013","Venezuela",1000,1000,761,404,94,28,6,2,0
"pewglobalattitudes_2013","United States",1002,1002,761,404,64,0,0,0,0
"pewglobalattitudes_2013","Uganda",800,800,761,404,105,33,11,4,0
"pewglobalattitudes_2013","Turkey",1000,1000,761,404,99,12,6,0,0
"pewglobalattitudes_2013","Tunisia",1000,1000,761,404,124,4,2,2,0
"pewglobalattitudes_2013","Spain",1000,1000,761,404,76,0,0,0,0
"pewglobalattitudes_2013","South Korea",809,809,761,404,66,0,0,0,0
"pewglobalattitudes_2013","South Africa",815,815,761,404,116,21,4,0,0
"pewglobalattitudes_2013","Senegal",800,800,761,404,115,104,18,0,0
"pewglobalattitudes_2013","Russia",996,996,761,404,76,67,32,6,0
"pewglobalattitudes_2013","Poland",800,800,761,404,75,2,0,0,0
"pewglobalattitudes_2013","Philippines",804,804,761,404,70,7,0,0,0
"pewglobalattitudes_2013","Palestinian territories",810,810,761,404,87,29,7,2,0
"pewglobalattitudes_2013","Pakistan",1201,1201,761,404,134,163,44,16,0
"pewglobalattitudes_2013","Nigeria",1031,1031,761,404,119,58,7,0,0
"pewglobalattitudes_2013","Mexico",1000,1000,761,404,132,15,12,6,0
"pewglobalattitudes_2013","Malaysia",822,822,761,404,86,71,5,0,0
"pewglobalattitudes_2013","Lebanon",1000,1000,761,404,86,523,336,92,0
"pewglobalattitudes_2013","Kenya",798,798,761,404,110,26,10,0,0
"pewglobalattitudes_2013","Jordan",1000,1000,761,404,95,2,0,0,0
"pewglobalattitudes_2013","Japan",700,700,761,404,67,0,0,0,0
"pewglobalattitudes_2013","Italy",1105,1105,761,404,76,32,8,2,0
"pewglobalattitudes_2013","Israel",922,922,761,404,71,20,12,2,0
"pewglobalattitudes_2013","Indonesia",1000,1000,761,404,82,108,57,9,0
"pewglobalattitudes_2013","Greece",1000,1000,761,404,73,8,0,0,0
"pewglobalattitudes_2013","Ghana",799,799,761,404,105,19,2,2,0
"pewglobalattitudes_2013","Germany",1025,1025,761,404,81,0,0,0,0
"pewglobalattitudes_2013","France",1004,1004,761,404,82,0,0,0,0
"pewglobalattitudes_2013","El Salvador",792,792,761,404,117,0,0,0,0
"pewglobalattitudes_2013","Egypt",1000,1000,761,404,144,0,0,0,0
"pewglobalattitudes_2013","Czech Republic",700,700,761,404,72,0,0,0,0
"pewglobalattitudes_2013","China",3226,3226,761,404,89,59,12,2,0
"pewglobalattitudes_2013","Chile",800,800,761,404,94,27,8,4,0
"pewglobalattitudes_2013","Canada",701,701,761,404,57,0,0,0,0
"pewglobalattitudes_2013","Britain",1012,1012,761,404,79,0,0,0,0
"pewglobalattitudes_2013","Brazil",960,960,761,404,97,11,7,4,0
"pewglobalattitudes_2013","Bolivia",800,800,761,404,94,2,0,0,0
"pewglobalattitudes_2013","Australia",800,800,761,404,63,0,0,0,0
"pewglobalattitudes_2013","Argentina",819,819,761,404,97,0,0,0,0
"pewglobalattitudes_2012","United States",1011,1011,639,515,70,0,0,0,0
"pewglobalattitudes_2012","Turkey",1001,1001,639,515,101,15,0,0,0
"pewglobalattitudes_2012","Tunisia",1000,1000,639,515,133,2,0,0,0
"pewglobalattitudes_2012","Spain",1000,1000,639,515,98,0,0,0,0
"pewglobalattitudes_2012","Russia",1000,1000,639,515,100,24,6,2,0
"pewglobalattitudes_2012","Poland",1001,1001,639,515,89,3,0,0,0
"pewglobalattitudes_2012","Pakistan",1206,1206,639,515,157,40,18,7,0
"pewglobalattitudes_2012","Mexico",1200,1200,639,515,92,0,0,0,0
"pewglobalattitudes_2012","Lebanon",1000,1000,639,515,97,173,67,10,0
"pewglobalattitudes_2012","Jordan",1000,1000,639,515,108,61,13,0,0
"pewglobalattitudes_2012","Japan",700,700,639,515,82,0,0,0,0
"pewglobalattitudes_2012","Italy",1074,1074,639,515,100,5,3,2,0
"pewglobalattitudes_2012","India",4018,4018,639,515,94,384,185,31,0
"pewglobalattitudes_2012","Greece",1000,1000,639,515,91,2,0,0,0
"pewglobalattitudes_2012","Germany",1000,1000,639,515,95,0,0,0,0
"pewglobalattitudes_2012","France",1004,1004,639,515,93,0,0,0,0
"pewglobalattitudes_2012","Egypt",1000,1000,639,515,133,0,0,0,0
"pewglobalattitudes_2012","Czech Republic",1000,1000,639,515,96,0,0,0,0
"pewglobalattitudes_2012","China",3177,3177,639,515,96,72,26,12,0
"pewglobalattitudes_2012","Britain",1018,1018,639,515,86,0,0,0,0
"pewglobalattitudes_2012","Brazil",800,800,639,515,59,2,0,0,0
"pewglobalattitudes_2011","US",1001,1001,617,360,64,0,0,0,0
"pewglobalattitudes_2011","Ukraine",1000,1000,617,360,89,6,2,0,0
"pewglobalattitudes_2011","Turkey",1000,1000,617,360,95,42,10,4,0
"pewglobalattitudes_2011","Spain",1000,1000,617,360,73,0,0,0,0
"pewglobalattitudes_2011","Russia",1000,1000,617,360,94,88,66,21,0
"pewglobalattitudes_2011","Poland",750,750,617,360,64,10,8,8,0
"pewglobalattitudes_2011","Palestinian Territories",825,825,617,360,86,116,71,34,0
"pewglobalattitudes_2011","Pakistan refield",1251,1251,617,360,150,69,33,4,0
"pewglobalattitudes_2011","Pakistan",1970,1970,617,360,144,168,91,30,0
"pewglobalattitudes_2011","Mexico",800,800,617,360,90,9,5,5,0
"pewglobalattitudes_2011","Lithuania",750,750,617,360,93,4,0,0,0
"pewglobalattitudes_2011","Lebanon",1000,1000,617,360,86,143,16,0,0
"pewglobalattitudes_2011","Kenya",1002,1002,617,360,59,15,2,0,0
"pewglobalattitudes_2011","Jordan",1000,1000,617,360,97,238,166,112,0
"pewglobalattitudes_2011","Japan",700,700,617,360,73,0,0,0,0
"pewglobalattitudes_2011","Israel",907,907,617,360,78,6,4,2,0
"pewglobalattitudes_2011","Indonesia",1000,1000,617,360,89,35,9,0,0
"pewglobalattitudes_2011","India",4029,4029,617,360,112,617,325,163,0
"pewglobalattitudes_2011","Germany",1001,1001,617,360,70,0,0,0,0
"pewglobalattitudes_2011","France",1004,1004,617,360,69,0,0,0,0
"pewglobalattitudes_2011","Egypt",1000,1000,617,360,108,311,227,123,0
"pewglobalattitudes_2011","China",3308,3308,617,360,59,235,45,4,0
"pewglobalattitudes_2011","Britain",1000,1000,617,360,69,0,0,0,0
"pewglobalattitudes_2011","Brazil",802,802,617,360,58,2,0,0,0
"pewglobalattitudes_2010","US",1002,1002,471,257,74,0,0,0,0
"pewglobalattitudes_2010","Turkey",1003,1003,471,257,100,9,2,2,0
"pewglobalattitudes_2010","Spain",755,755,471,257,77,0,0,0,0
"pewglobalattitudes_2010","South Korea",706,706,471,257,73,0,0,0,0
"pewglobalattitudes_2010","Russia",1001,1001,471,257,75,38,16,6,0
"pewglobalattitudes_2010","Poland",750,750,471,257,73,7,0,0,0
"pewglobalattitudes_2010","Pakistan",2000,2000,471,257,146,121,38,22,0
"pewglobalattitudes_2010","Nigeria",1000,1000,471,257,83,28,21,12,0
"pewglobalattitudes_2010","Mexico",1300,1300,471,257,77,2,2,2,0
"pewglobalattitudes_2010","Lebanon",1000,1000,471,257,84,72,14,2,0
"pewglobalattitudes_2010","Kenya",1002,1002,471,257,69,17,5,4,0
"pewglobalattitudes_2010","Jordan",1000,1000,471,257,96,44,22,4,0
"pewglobalattitudes_2010","Japan",700,700,471,257,71,0,0,0,0
"pewglobalattitudes_2010","Indonesia",1000,1000,471,257,85,20,13,4,0
"pewglobalattitudes_2010","India",2254,2254,471,257,109,215,97,67,0
"pewglobalattitudes_2010","Germany",750,750,471,257,78,0,0,0,0
"pewglobalattitudes_2010","France",752,752,471,257,78,0,0,0,0
"pewglobalattitudes_2010","Egypt",1000,1000,471,257,96,84,73,32,0
"pewglobalattitudes_2010","China",3262,3262,471,257,69,89,23,4,0
"pewglobalattitudes_2010","Britain",750,750,471,257,77,0,0,0,0
"pewglobalattitudes_2010","Brazil",1000,1000,471,257,91,0,0,0,0
"pewglobalattitudes_2010","Argentina",803,803,471,257,70,0,0,0,0
"pewglobalattitudes_2009","United States",1000,1000,471,210,69,0,0,0,0
"pewglobalattitudes_2009","Turkey",1005,1005,471,210,89,41,8,2,0
"pewglobalattitudes_2009","Spain",750,750,471,210,71,0,0,0,0
"pewglobalattitudes_2009","South Korea",702,702,471,210,71,4,0,0,0
"pewglobalattitudes_2009","Russia",1001,1001,471,210,72,24,8,6,0
"pewglobalattitudes_2009","Poland",750,750,471,210,70,2,0,0,0
"pewglobalattitudes_2009","Palestinian Territories",1204,1204,471,210,89,16,6,4,4
"pewglobalattitudes_2009","Pakistan",1254,1254,471,210,132,27,4,0,0
"pewglobalattitudes_2009","Nigeria",1000,1000,471,210,81,229,188,148,6
"pewglobalattitudes_2009","Mexico",1000,1000,471,210,106,64,54,28,4
"pewglobalattitudes_2009","Lebanon",1000,1000,471,210,84,320,178,14,0
"pewglobalattitudes_2009","Kenya",1002,1002,471,210,70,27,9,6,0
"pewglobalattitudes_2009","Jordan",1000,1000,471,210,89,12,2,0,0
"pewglobalattitudes_2009","Japan",700,700,471,210,72,0,0,0,0
"pewglobalattitudes_2009","Israel",1201,1201,471,210,78,37,22,4,0
"pewglobalattitudes_2009","Indonesia",1000,1000,471,210,90,12,4,2,0
"pewglobalattitudes_2009","India",2038,2038,471,210,72,214,98,14,2
"pewglobalattitudes_2009","Great Britain",754,754,471,210,72,0,0,0,0
"pewglobalattitudes_2009","Germany",751,751,471,210,72,0,0,0,0
"pewglobalattitudes_2009","France",753,753,471,210,71,0,0,0,0
"pewglobalattitudes_2009","Egypt",1000,1000,471,210,89,6,2,0,0
"pewglobalattitudes_2009","China",3169,3169,471,210,64,244,125,69,4
"pewglobalattitudes_2009","Canada",750,750,471,210,70,0,0,0,0
"pewglobalattitudes_2009","Brazil",813,813,471,210,70,0,0,0,0
"pewglobalattitudes_2009","Argentina",800,800,471,210,70,0,0,0,0
"pewglobalattitudes_2008","United States",1000,1000,380,173,57,0,0,0,0
"pewglobalattitudes_2008","Turkey",1003,1003,380,173,74,48,14,6,0
"pewglobalattitudes_2008","Tanzania",704,704,380,173,66,6,2,2,0
"pewglobalattitudes_2008","Spain",752,752,380,173,59,0,0,0,0
"pewglobalattitudes_2008","South Korea",714,714,380,173,62,0,0,0,0
"pewglobalattitudes_2008","South Africa",1001,1001,380,173,58,15,4,4,0
"pewglobalattitudes_2008","Russia",1000,1000,380,173,60,94,85,63,8
"pewglobalattitudes_2008","Poland",750,750,380,173,59,0,0,0,0
"pewglobalattitudes_2008","Pakistan",1254,1254,380,173,79,92,26,5,0
"pewglobalattitudes_2008","Nigeria",1000,1000,380,173,66,92,37,4,0
"pewglobalattitudes_2008","Mexico",805,805,380,173,59,8,8,4,4
"pewglobalattitudes_2008","Lebanon",1000,1000,380,173,68,215,128,21,0
"pewglobalattitudes_2008","Jordan",1000,1000,380,173,75,4,2,0,0
"pewglobalattitudes_2008","Japan",708,708,380,173,63,0,0,0,0
"pewglobalattitudes_2008","Indonesia",1000,1000,380,173,74,14,2,2,0
"pewglobalattitudes_2008","India",2056,2056,380,173,58,21,8,2,2
"pewglobalattitudes_2008","Great Britain",753,753,380,173,60,0,0,0,0
