"dataset","country","initial_observations","final_observations","orig_dat_vars","substantive_dat_vars","final_variables","dup_observations_at_85","dup_observations_at_90","dup_observations_at_95","dup_observations_at_100"
"worldvaluessurvey_wave6","Netherlands",1902,1902,387,282,250,16,9,3,0
"worldvaluessurvey_wave6","Morocco",1200,1200,387,282,217,48,5,0,0
"worldvaluessurvey_wave6","Mexico",2000,2000,387,282,241,0,0,0,0
"worldvaluessurvey_wave6","Malaysia",1300,1300,387,282,239,93,40,10,0
"worldvaluessurvey_wave6","Libya",2131,2131,387,282,251,28,6,0,0
"worldvaluessurvey_wave6","Lebanon",1200,1200,387,282,247,18,10,4,0
"worldvaluessurvey_wave6","Kyrgyzstan",1500,1500,387,282,239,262,170,61,0
"worldvaluessurvey_wave6","Kuwait",1303,1303,387,282,217,128,86,51,0
"worldvaluessurvey_wave6","Kazakhstan",1500,1500,387,282,239,224,170,107,2
"worldvaluessurvey_wave6","Jordan",1200,1200,387,282,246,0,0,0,0
"worldvaluessurvey_wave6","Japan",2443,2443,387,282,223,2,0,0,0
"worldvaluessurvey_wave6","Iraq",1200,1200,387,282,248,29,26,24,0
"worldvaluessurvey_wave6","India",1581,1581,387,282,250,627,479,264,0
"worldvaluessurvey_wave6","Hong Kong",1000,1000,387,282,241,0,0,0,0
"worldvaluessurvey_wave6","Ghana",1552,1552,387,282,239,14,6,6,0
"worldvaluessurvey_wave6","Estonia",1533,1533,387,282,239,2,0,0,0
"worldvaluessurvey_wave6","Egypt",1523,1523,387,282,229,107,47,9,0
"worldvaluessurvey_wave6","Ecuador",1202,1202,387,282,249,16,10,6,2
"worldvaluessurvey_wave6","East Germany",1012,1012,387,282,248,0,0,0,0
"worldvaluessurvey_wave6","Cyprus (T)",1000,1000,387,282,228,38,25,12,0
"worldvaluessurvey_wave6","Colombia",1512,1512,387,282,250,8,8,8,4
"worldvaluessurvey_wave6","China",2300,2300,387,282,238,90,32,8,0
"worldvaluessurvey_wave6","Chile",1000,1000,387,282,239,175,125,73,42
"worldvaluessurvey_wave6","Brazil",1486,1486,387,282,251,0,0,0,0
"worldvaluessurvey_wave6","Belarus",1535,1535,387,282,217,41,34,19,2
"worldvaluessurvey_wave6","Bahrain",1200,1200,387,282,212,145,95,14,0
"worldvaluessurvey_wave6","Azerbaijan",1002,1002,387,282,240,27,17,10,0
"worldvaluessurvey_wave6","Australia",1477,1477,387,282,238,0,0,0,0
"worldvaluessurvey_wave6","Armenia",1100,1100,387,282,231,0,0,0,0
"worldvaluessurvey_wave6","Argentina",1030,1030,387,282,238,4,4,4,0
"worldvaluessurvey_wave6","Algeria",1200,1200,387,282,247,226,182,121,13
"worldvaluessurvey_wave5","Zambia_ballot_a",1500,1500,366,298,225,106,93,76,24
"worldvaluessurvey_wave5","West Germany_ballot_a",988,988,366,298,233,6,6,0,0
"worldvaluessurvey_wave5","Viet Nam_ballot_a",1495,1495,366,298,221,119,56,4,2
"worldvaluessurvey_wave5","Uruguay_ballot_a",1000,1000,366,298,225,12,6,0,0
"worldvaluessurvey_wave5","United States_ballot_a",1249,1249,366,298,231,16,12,7,0
"worldvaluessurvey_wave5","Ukraine_ballot_a",1000,1000,366,298,222,0,0,0,0
"worldvaluessurvey_wave5","Turkey_ballot_a",1346,1346,366,298,225,19,8,2,0
"worldvaluessurvey_wave5","Trinidad and Tobago_ballot_a",1002,1002,366,298,220,2,2,2,0
"worldvaluessurvey_wave5","Thailand_ballot_a",1534,1534,366,298,232,124,111,81,34
"worldvaluessurvey_wave5","Taiwan_ballot_a",1227,1227,366,298,209,0,0,0,0
"worldvaluessurvey_wave5","Switzerland_ballot_a",1241,1241,366,298,217,0,0,0,0
"worldvaluessurvey_wave5","Sweden_ballot_a",1003,1003,366,298,233,0,0,0,0
"worldvaluessurvey_wave5","Spain_ballot_a",1200,1200,366,298,223,26,4,0,0
"worldvaluessurvey_wave5","South Korea_ballot_a",1200,1200,366,298,222,540,534,530,448
"worldvaluessurvey_wave5","South Africa_ballot_a",2988,2988,366,298,231,15,8,4,0
"worldvaluessurvey_wave5","Slovenia_ballot_a",1037,1037,366,298,224,0,0,0,0
"worldvaluessurvey_wave5","Serbia and Montenegro_ballot_a",1220,1220,366,298,223,35,22,16,0
"worldvaluessurvey_wave5","Rwanda_ballot_a",1507,1507,366,298,211,17,2,2,2
"worldvaluessurvey_wave5","Russia_ballot_a",2033,2033,366,298,159,9,6,6,0
"worldvaluessurvey_wave5","Romania_ballot_a",1776,1776,366,298,224,37,31,24,0
"worldvaluessurvey_wave5","Poland_ballot_a",1000,1000,366,298,223,6,4,2,0
"worldvaluessurvey_wave5","Peru_ballot_a",1500,1500,366,298,197,2,2,0,0
"worldvaluessurvey_wave5","Norway_ballot_a",1025,1025,366,298,231,0,0,0,0
"worldvaluessurvey_wave5","New Zealand_ballot_a",954,954,366,298,140,0,0,0,0
"worldvaluessurvey_wave5","Netherlands_ballot_a",1050,1050,366,298,163,0,0,0,0
"worldvaluessurvey_wave5","Morocco_ballot_a",1200,1200,366,298,221,0,0,0,0
"worldvaluessurvey_wave5","Moldova_ballot_a",1046,1046,366,298,224,177,149,78,0
"worldvaluessurvey_wave5","Mexico_ballot_a",1560,1560,366,298,226,0,0,0,0
"worldvaluessurvey_wave5","Mali_ballot_a",1534,1534,366,298,229,65,32,10,0
"worldvaluessurvey_wave5","Malaysia_ballot_a",1201,1201,366,298,220,81,37,16,0
"worldvaluessurvey_wave5","Jordan_ballot_a",1200,1200,366,298,219,12,4,4,0
"worldvaluessurvey_wave5","Japan_ballot_a",1096,1096,366,298,209,0,0,0,0
"worldvaluessurvey_wave5","Italy_ballot_a",1012,1012,366,298,198,0,0,0,0
"worldvaluessurvey_wave5","Iraq_ballot_a",2701,2701,366,298,101,236,137,83,2
"worldvaluessurvey_wave5","Iran_ballot_a",2667,2667,366,298,178,32,22,6,0
"worldvaluessurvey_wave5","Indonesia_ballot_a",2015,2015,366,298,225,211,138,86,22
"worldvaluessurvey_wave5","India_ballot_a",2001,2001,366,298,223,503,399,297,30
"worldvaluessurvey_wave5","Hungary_ballot_a",1007,1007,366,298,225,12,2,0,0
"worldvaluessurvey_wave5","Hong Kong_ballot_a",1252,1252,366,298,106,55,7,2,0
"worldvaluessurvey_wave5","Guatemala_ballot_a",1000,1000,366,298,134,2,2,2,0
"worldvaluessurvey_wave5","Great Britain_ballot_a",1041,1041,366,298,163,0,0,0,0
"worldvaluessurvey_wave5","Ghana_ballot_a",1534,1534,366,298,216,34,28,25,0
"worldvaluessurvey_wave5","Georgia_ballot_a",1500,1500,366,298,222,48,41,24,0
"worldvaluessurvey_wave5","France_ballot_a",1001,1001,366,298,164,0,0,0,0
"worldvaluessurvey_wave5","Finland_ballot_a",1014,1014,366,298,233,0,0,0,0
"worldvaluessurvey_wave5","Ethiopia_ballot_a",1500,1500,366,298,228,737,717,696,548
"worldvaluessurvey_wave5","Egypt_ballot_a",3051,3051,366,298,191,125,2,0,0
"worldvaluessurvey_wave5","East Germany_ballot_a",1076,1076,366,298,233,9,8,2,0
"worldvaluessurvey_wave5","Cyprus_ballot_a",1050,1050,366,298,224,44,38,38,36
"worldvaluessurvey_wave5","Colombia_ballot_a",3025,3025,366,298,133,13,10,2,0
"worldvaluessurvey_wave5","China_ballot_a",1991,1991,366,298,204,34,13,2,0
"worldvaluessurvey_wave5","Chile_ballot_a",1000,1000,366,298,224,38,22,6,0
"worldvaluessurvey_wave5","Canada_ballot_a",2164,2164,366,298,224,0,0,0,0
"worldvaluessurvey_wave5","Burkina Faso_ballot_a",1534,1534,366,298,229,45,33,14,0
"worldvaluessurvey_wave5","Bulgaria_ballot_a",1001,1001,366,298,224,2,2,2,0
"worldvaluessurvey_wave5","Brazil_ballot_a",1500,1500,366,298,228,0,0,0,0
"worldvaluessurvey_wave5","Australia_ballot_a",1421,1421,366,298,234,0,0,0,0
"worldvaluessurvey_wave5","Argentina_ballot_a",1002,1002,366,298,223,0,0,0,0
"worldvaluessurvey_wave5","Andorra_ballot_a",1003,1003,366,298,232,5,4,2,0
"worldvaluessurvey_wave4","Zimbabwe",1002,1002,373,277,223,2,0,0,0
"worldvaluessurvey_wave4","Viet Nam",1000,1000,373,277,225,84,13,0,0
"worldvaluessurvey_wave4","Venezuela",1200,1200,373,277,167,42,25,5,0
"worldvaluessurvey_wave4","United States",1200,1200,373,277,220,2,2,0,0
"worldvaluessurvey_wave4","Uganda",1002,1002,373,277,224,18,10,2,0
"worldvaluessurvey_wave4","Turkey",3401,3401,373,277,142,6,2,0,0
"worldvaluessurvey_wave4","Tanzania",1171,1171,373,277,227,111,35,15,2
"worldvaluessurvey_wave4","Sweden",1015,1015,373,277,194,0,0,0,0
"worldvaluessurvey_wave4","Spain",1209,1209,373,277,224,20,16,6,0
"worldvaluessurvey_wave4","South Korea",1200,1200,373,277,202,23,18,8,2
"worldvaluessurvey_wave4","South Africa",3000,3000,373,277,220,22,12,2,0
"worldvaluessurvey_wave4","Singapore",1512,1512,373,277,173,12,2,2,2
"worldvaluessurvey_wave4","Serbia",1200,1200,373,277,222,4,4,2,0
"worldvaluessurvey_wave4","Saudi Arabia",1502,1502,373,277,139,89,69,34,4
"worldvaluessurvey_wave4","Puerto Rico",720,720,373,277,211,2,2,0,0
"worldvaluessurvey_wave4","Philippines",1200,1200,373,277,227,6,4,2,2
"worldvaluessurvey_wave4","Peru",1501,1501,373,277,211,19,6,0,0
"worldvaluessurvey_wave4","Pakistan",2000,2000,373,277,139,77,2,0,0
"worldvaluessurvey_wave4","Nigeria",2022,2022,373,277,165,107,73,49,10
"worldvaluessurvey_wave4","Morocco",1251,1251,373,277,189,10,4,0,0
"worldvaluessurvey_wave4","Montenegro",1060,1060,373,277,224,14,6,6,2
"worldvaluessurvey_wave4","Moldova",1008,1008,373,277,223,49,30,23,4
"worldvaluessurvey_wave4","Mexico",1535,1535,373,277,228,12,8,4,0
"worldvaluessurvey_wave4","Macedonia",1055,1055,373,277,223,27,14,4,0
"worldvaluessurvey_wave4","Kyrgyzstan",1043,1043,373,277,224,60,34,2,0
"worldvaluessurvey_wave4","Jordan",1223,1223,373,277,168,2,0,0,0
"worldvaluessurvey_wave4","Japan",1362,1362,373,277,214,0,0,0,0
"worldvaluessurvey_wave4","Israel",1199,1199,373,277,57,4,0,0,0
"worldvaluessurvey_wave4","Iraq",2325,2325,373,277,99,87,55,31,20
"worldvaluessurvey_wave4","Iran",2532,2532,373,277,159,301,227,30,0
"worldvaluessurvey_wave4","Indonesia",1000,1000,373,277,168,61,20,10,0
"worldvaluessurvey_wave4","India",2002,2002,373,277,222,395,290,221,26
"worldvaluessurvey_wave4","Egypt",3000,3000,373,277,159,18,18,2,0
"worldvaluessurvey_wave4","China",1000,1000,373,277,190,21,4,0,0
"worldvaluessurvey_wave4","Chile",1200,1200,373,277,222,290,266,220,27
"worldvaluessurvey_wave4","Canada",1931,1931,373,277,220,0,0,0,0
"worldvaluessurvey_wave4","Bosnia",1200,1200,373,277,223,17,2,0,0
"worldvaluessurvey_wave4","Bangladesh",1500,1500,373,277,218,298,164,89,6
"worldvaluessurvey_wave4","Argentina",1280,1280,373,277,219,2,0,0,0
"worldvaluessurvey_wave4","Algeria",1282,1282,373,277,193,108,89,76,34
"worldvaluessurvey_wave4","Albania",1000,1000,373,277,223,8,2,2,2
"worldvaluessurvey_wave3","Venezuela_2",1200,1200,281,235,209,27,15,4,0
"worldvaluessurvey_wave3","Uruguay_2",1000,1000,281,235,210,18,10,0,0
"worldvaluessurvey_wave3","United States_2",1542,1542,281,235,210,10,4,0,0
"worldvaluessurvey_wave3","Ukraine_2",2811,2811,281,235,208,75,48,22,2
"worldvaluessurvey_wave3","Turkey_2",1907,1907,281,235,189,12,5,2,0
"worldvaluessurvey_wave3","Taiwan_2",780,780,281,235,207,0,0,0,0
"worldvaluessurvey_wave3","Switzerland_2",1212,1212,281,235,189,4,2,0,0
"worldvaluessurvey_wave3","Sweden_2",1009,1009,281,235,210,0,0,0,0
"worldvaluessurvey_wave3","Spain_2",1211,1211,281,235,210,4,2,0,0
"worldvaluessurvey_wave3","South Korea_2",1249,1249,281,235,157,2,2,0,0
"worldvaluessurvey_wave3","South Africa_2",2935,2935,281,235,201,34,12,4,0
"worldvaluessurvey_wave3","Slovenia_2",1007,1007,281,235,210,6,6,6,6
"worldvaluessurvey_wave3","Slovakia_2",1095,1095,281,235,209,2,0,0,0
"worldvaluessurvey_wave3","Serbia_2",1280,1280,281,235,210,4,2,0,0
"worldvaluessurvey_wave3","Russia_2",2040,2040,281,235,210,17,7,2,0
"worldvaluessurvey_wave3","Romania_2",1239,1239,281,235,210,163,138,101,14
"worldvaluessurvey_wave3","Puerto Rico_2",1164,1164,281,235,210,0,0,0,0
"worldvaluessurvey_wave3","Poland_2",1153,1153,281,235,165,0,0,0,0
"worldvaluessurvey_wave3","Philippines_2",1200,1200,281,235,208,0,0,0,0
"worldvaluessurvey_wave3","Peru_2",1211,1211,281,235,210,17,6,0,0
"worldvaluessurvey_wave3","Pakistan_2",733,733,281,235,70,49,22,4,0
"worldvaluessurvey_wave3","Norway_2",1127,1127,281,235,204,2,0,0,0
"worldvaluessurvey_wave3","Nigeria_2",1996,1996,281,235,207,77,35,10,0
"worldvaluessurvey_wave3","New Zealand_2",1201,1201,281,235,207,4,4,4,2
"worldvaluessurvey_wave3","Montenegro_2",240,240,281,235,210,0,0,0,0
"worldvaluessurvey_wave3","Moldova_2",984,984,281,235,207,72,42,4,0
"worldvaluessurvey_wave3","Mexico_2",2364,2364,281,235,211,1707,1701,1701,10
"worldvaluessurvey_wave3","Macedonia_2",995,995,281,235,209,24,10,2,0
"worldvaluessurvey_wave3","Lithuania_2",1009,1009,281,235,209,2,0,0,0
"worldvaluessurvey_wave3","Latvia_2",1200,1200,281,235,209,18,4,0,0
"worldvaluessurvey_wave3","India_2",2040,2040,281,235,210,253,89,38,0
"worldvaluessurvey_wave3","Hungary_2",650,650,281,235,209,0,0,0,0
"worldvaluessurvey_wave3","Great Britain_2",1093,1093,281,235,40,0,0,0,0
"worldvaluessurvey_wave3","Germany_2",2026,2026,281,235,209,10,4,2,2
"worldvaluessurvey_wave3","Georgia_2",2008,2008,281,235,210,14,0,0,0
"worldvaluessurvey_wave3","Finland_2",987,987,281,235,209,0,0,0,0
"worldvaluessurvey_wave3","Estonia_2",1021,1021,281,235,210,2,0,0,0
"worldvaluessurvey_wave3","El Salvador_2",1254,1254,281,235,152,0,0,0,0
"worldvaluessurvey_wave3","Dominican Rep_2",417,417,281,235,208,9,8,6,0
"worldvaluessurvey_wave3","Czech Rep_2",1147,1147,281,235,208,8,2,0,0
"worldvaluessurvey_wave3","Croatia_2",1196,1196,281,235,208,23,10,4,0
"worldvaluessurvey_wave3","Colombia_2",6025,6025,281,235,172,2811,667,24,0
"worldvaluessurvey_wave3","China_2",1500,1500,281,235,153,52,18,2,2
"worldvaluessurvey_wave3","Chile_2",1000,1000,281,235,210,16,6,6,0
"worldvaluessurvey_wave3","Bulgaria_2",1072,1072,281,235,210,21,13,7,5
"worldvaluessurvey_wave3","Bosnia_2",800,800,281,235,209,64,50,24,0
"worldvaluessurvey_wave3","Belarus_2",2092,2092,281,235,210,152,95,30,14
"worldvaluessurvey_wave3","Bangladesh_2",1525,1525,281,235,199,139,85,44,2
"worldvaluessurvey_wave3","Azerbaijan_2",2002,2002,281,235,210,125,52,6,2
"worldvaluessurvey_wave3","Australia_2",2048,2048,281,235,209,0,0,0,0
"worldvaluessurvey_wave3","Armenia_2",2000,2000,281,235,210,465,412,232,12
"worldvaluessurvey_wave3","Argentina_2",1079,1079,281,235,208,0,0,0,0
"worldvaluessurvey_wave3","Albania_2",999,999,281,235,208,299,200,92,0
"worldvaluessurvey_wave2","Turkey",1030,1030,426,388,137,4,2,0,0
"worldvaluessurvey_wave2","Switzerland",1400,1400,426,388,169,4,2,0,0
"worldvaluessurvey_wave2","Spain",1510,1510,426,388,314,6,2,2,0
"worldvaluessurvey_wave2","South Korea",1251,1251,426,388,216,19,10,4,0
"worldvaluessurvey_wave2","South Africa",2736,2736,426,388,186,4,2,2,0
"worldvaluessurvey_wave2","Slovakia",466,466,426,388,209,0,0,0,0
"worldvaluessurvey_wave2","Russia",1961,1961,426,388,334,27,10,4,0
"worldvaluessurvey_wave2","Poland",938,938,426,388,121,0,0,0,0
"worldvaluessurvey_wave2","Nigeria",1001,1001,426,388,309,6,4,4,2
"worldvaluessurvey_wave2","Mexico",1531,1531,426,388,329,58,28,10,0
"worldvaluessurvey_wave2","Japan",1011,1011,426,388,337,2,0,0,0
"worldvaluessurvey_wave2","India",2500,2500,426,388,298,28,8,0,0
"worldvaluessurvey_wave2","Czech Rep",924,924,426,388,209,0,0,0,0
"worldvaluessurvey_wave2","China",1000,1000,426,388,304,14,4,0,0
"worldvaluessurvey_wave2","Chile",1500,1500,426,388,347,16,4,2,0
"worldvaluessurvey_wave2","Brazil",1782,1782,426,388,337,0,0,0,0
"worldvaluessurvey_wave2","Belarus",1015,1015,426,388,130,6,4,4,0
"worldvaluessurvey_wave2","Argentina",1002,1002,426,388,329,6,4,2,0
"worldvaluessurvey_wave1","United States",2325,2325,136,111,108,530,528,528,528
"worldvaluessurvey_wave1","Sweden",954,954,136,111,110,0,0,0,0
"worldvaluessurvey_wave1","South Korea",970,970,136,111,106,12,2,2,2
"worldvaluessurvey_wave1","South Africa",1596,1596,136,111,110,29,15,6,0
"worldvaluessurvey_wave1","Mexico",1837,1837,136,111,109,32,20,4,0
"worldvaluessurvey_wave1","Japan",1204,1204,136,111,110,195,195,195,195
"worldvaluessurvey_wave1","Hungary",1464,1464,136,111,85,4,4,4,0
"worldvaluessurvey_wave1","Finland",1003,1003,136,111,89,2,0,0,0
"worldvaluessurvey_wave1","Australia",1228,1228,136,111,97,0,0,0,0
"worldvaluessurvey_wave1","Argentina",1005,1005,136,111,110,48,19,14,0
