"dataset","country","initial_observations","final_observations","orig_dat_vars","substantive_dat_vars","final_variables","dup_observations_at_85","dup_observations_at_90","dup_observations_at_95","dup_observations_at_100"
"internationalsocialsurvey_2009","Russia",1603,1558,350,76,50,2,0,0,0
"internationalsocialsurvey_2009","Portugal",1000,985,350,76,45,2,0,0,0
"internationalsocialsurvey_2009","Poland",1263,1237,350,76,48,0,0,0,0
"internationalsocialsurvey_2009","Philippines",1200,1194,350,76,49,0,0,0,0
"internationalsocialsurvey_2009","Norway",1456,1411,350,76,56,335,322,253,102
"internationalsocialsurvey_2009","New Zealand",935,903,350,76,60,2,2,2,0
"internationalsocialsurvey_2009","Latvia",1069,1058,350,76,52,37,25,6,0
"internationalsocialsurvey_2009","Japan",1296,1239,350,76,40,0,0,0,0
"internationalsocialsurvey_2009","Italy",1084,1019,350,76,51,0,0,0,0
"internationalsocialsurvey_2009","Israel",1193,1180,350,76,48,0,0,0,0
"internationalsocialsurvey_2009","Iceland",947,934,350,76,62,0,0,0,0
"internationalsocialsurvey_2009","Hungary",1010,1007,350,76,59,0,0,0,0
"internationalsocialsurvey_2009","Great Britain and_or United Kingdom",958,930,350,76,44,0,0,0,0
"internationalsocialsurvey_2009","Germany",1395,1369,350,76,51,0,0,0,0
"internationalsocialsurvey_2009","France",2817,2739,350,76,47,2,2,0,0
"internationalsocialsurvey_2009","Finland",880,842,350,76,56,0,0,0,0
"internationalsocialsurvey_2009","Estonia",1005,992,350,76,60,0,0,0,0
"internationalsocialsurvey_2009","Denmark",1518,1458,350,76,47,0,0,0,0
"internationalsocialsurvey_2009","Czech Republic",1205,1199,350,76,64,0,0,0,0
"internationalsocialsurvey_2009","Cyprus",1000,994,350,76,55,0,0,0,0
"internationalsocialsurvey_2009","Croatia",1201,1187,350,76,49,0,0,0,0
"internationalsocialsurvey_2009","China",3010,2955,350,76,50,14,6,0,0
"internationalsocialsurvey_2009","Chile",1505,1477,350,76,50,2,2,0,0
"internationalsocialsurvey_2009","Bulgaria",1000,946,350,76,32,11,6,2,0
"internationalsocialsurvey_2009","Belgium",1115,1078,350,76,45,0,0,0,0
"internationalsocialsurvey_2009","Austria",1019,1005,350,76,55,0,0,0,0
"internationalsocialsurvey_2009","Australia",1525,1467,350,76,47,0,0,0,0
"internationalsocialsurvey_2009","Argentina",1133,1117,350,76,49,2,0,0,0
"internationalsocialsurvey_2008","Venezuela",1077,1063,363,83,61,7,0,0,0
"internationalsocialsurvey_2008","Uruguay",1010,999,363,83,65,4,0,0,0
"internationalsocialsurvey_2008","United States",1365,1349,363,83,65,0,0,0,0
"internationalsocialsurvey_2008","United Kingdom",3075,2957,363,83,44,8,4,2,0
"internationalsocialsurvey_2008","Ukraine",2036,1992,363,83,27,212,14,2,0
"internationalsocialsurvey_2008","Turkey",1453,1434,363,83,68,80,38,7,0
"internationalsocialsurvey_2008","Taiwan",1927,1886,363,83,56,0,0,0,0
"internationalsocialsurvey_2008","Switzerland",1229,1223,363,83,70,0,0,0,0
"internationalsocialsurvey_2008","Sweden",1235,1178,363,83,41,6,0,0,0
"internationalsocialsurvey_2008","Spain",2373,2320,363,83,58,4,4,4,2
"internationalsocialsurvey_2008","South Korea",1508,1498,363,83,71,2,2,0,0
"internationalsocialsurvey_2008","South Africa",3292,3261,363,83,66,101,50,19,4
"internationalsocialsurvey_2008","Slovenia",1065,1035,363,83,57,3,2,0,0
"internationalsocialsurvey_2008","Slovak Republic",1138,1094,363,83,56,7,5,0,0
"internationalsocialsurvey_2008","Russia",1015,981,363,83,15,380,71,8,8
"internationalsocialsurvey_2008","Portugal",1000,993,363,83,59,2,0,0,0
"internationalsocialsurvey_2008","Poland",1263,1225,363,83,53,10,2,0,0
"internationalsocialsurvey_2008","Philippines",1200,1199,363,83,73,2,2,2,0
"internationalsocialsurvey_2008","Norway",1072,1037,363,83,45,0,0,0,0
"internationalsocialsurvey_2008","New Zealand",1027,997,363,83,56,0,0,0,0
"internationalsocialsurvey_2008","Netherlands",1951,1901,363,83,57,0,0,0,0
"internationalsocialsurvey_2008","Mexico",1471,1446,363,83,69,53,20,4,2
"internationalsocialsurvey_2008","Latvia",1069,1042,363,83,67,50,34,20,2
"internationalsocialsurvey_2008","Japan",1200,1155,363,83,14,196,17,0,0
"internationalsocialsurvey_2008","Italy",1078,1072,363,83,56,28,2,0,0
"internationalsocialsurvey_2008","Israel",1193,1174,363,83,58,2,0,0,0
"internationalsocialsurvey_2008","Ireland",2049,2034,363,83,60,30,14,12,6
"internationalsocialsurvey_2008","Hungary",1010,997,363,83,63,22,10,4,0
"internationalsocialsurvey_2008","Germany",1706,1620,363,83,45,11,0,0,0
"internationalsocialsurvey_2008","France",2454,2342,363,83,45,4,0,0,0
"internationalsocialsurvey_2008","Finland",1136,1083,363,83,38,0,0,0,0
"internationalsocialsurvey_2008","Dominican Republic",2086,2084,363,83,72,11,0,0,0
"internationalsocialsurvey_2008","Denmark",2004,1947,363,83,53,8,0,0,0
"internationalsocialsurvey_2008","Czech Republic",1512,1454,363,83,59,27,15,2,0
"internationalsocialsurvey_2008","Cyprus",1000,994,363,83,53,3,0,0,0
"internationalsocialsurvey_2008","Croatia",1201,1187,363,83,44,2,2,0,0
"internationalsocialsurvey_2008","Chile",1505,1477,363,83,59,0,0,0,0
"internationalsocialsurvey_2008","Belgium",1263,1210,363,83,45,0,0,0,0
"internationalsocialsurvey_2008","Austria",1020,999,363,83,41,4,0,0,0
"internationalsocialsurvey_2008","Australia",1718,1660,363,83,44,2,2,2,0
